game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,original_date,reschedule_type,reschedule,day_difference,final_date,NewReschedule
Fri,2021-01-15,2021,7:30p,Orlando Magic,97,Boston Celtics,124,,0,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,7:30p,New York Knicks,103,Cleveland Cavaliers,106,,1944,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,,0,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,OT,0,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,9:00p,Atlanta Hawks,92,Utah Jazz,116,,1932,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,,0,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Fri,2021-01-15,2021,10:00p,Los Angeles Clippers,138,Sacramento Kings,100,,0,2020/2021,Jan,15,1,2021-01-15,,0.0,,2021-01-15,
Sat,2021-01-16,2021,5:00p,Houston Rockets,91,San Antonio Spurs,103,,0,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sat,2021-01-16,2021,6:00p,Orlando Magic,115,Brooklyn Nets,122,,0,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sat,2021-01-16,2021,7:30p,Charlotte Hornets,113,Toronto Raptors,116,,0,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sat,2021-01-16,2021,8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,,206,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sat,2021-01-16,2021,8:00p,Detroit Pistons,120,Miami Heat,100,,0,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sat,2021-01-16,2021,10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,,0,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,
Sun,2021-01-17,2021,1:00p,New York Knicks,105,Boston Celtics,75,,0,2020/2021,Jan,17,1,2021-01-17,,0.0,,2021-01-17,
Sun,2021-01-17,2021,3:00p,Chicago Bulls,117,Dallas Mavericks,101,,0,2020/2021,Jan,17,1,2021-01-17,,0.0,,2021-01-17,
Sun,2021-01-17,2021,8:00p,Utah Jazz,109,Denver Nuggets,105,,0,2020/2021,Jan,17,1,2021-01-17,,0.0,,2021-01-17,
Sun,2021-01-17,2021,9:00p,New Orleans Pelicans,128,Sacramento Kings,123,,0,2020/2021,Jan,17,1,2021-01-17,,0.0,,2021-01-17,
Sun,2021-01-17,2021,10:00p,Indiana Pacers,96,Los Angeles Clippers,129,,0,2020/2021,Jan,17,1,2021-01-17,,0.0,,2021-01-17,
Mon,2021-01-18,2021,12:00p,Orlando Magic,84,New York Knicks,91,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,5:00p,Phoenix Suns,104,Memphis Grizzlies,108,,204,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,7:30p,Dallas Mavericks,93,Toronto Raptors,116,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,8:00p,Houston Rockets,120,Chicago Bulls,125,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,8:00p,Detroit Pistons,107,Miami Heat,113,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Mon,2021-01-18,2021,10:00p,Golden State Warriors,115,Los Angeles Lakers,113,,0,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,
Tue,2021-01-19,2021,9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,,0,2020/2021,Jan,19,1,2021-01-19,,0.0,,2021-01-19,
Tue,2021-01-19,2021,9:00p,New Orleans Pelicans,102,Utah Jazz,118,,1932,2020/2021,Jan,19,1,2021-01-19,,0.0,,2021-01-19,
Wed,2021-01-20,2021,7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,2OT,1944,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,7:00p,Dallas Mavericks,124,Indiana Pacers,112,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,7:00p,Boston Celtics,109,Philadelphia 76ers,117,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,7:30p,Detroit Pistons,115,Atlanta Hawks,123,OT,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,7:30p,Miami Heat,111,Toronto Raptors,102,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,8:00p,Orlando Magic,97,Minnesota Timberwolves,96,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,9:30p,Phoenix Suns,109,Houston Rockets,103,,3022,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,10:00p,San Antonio Spurs,99,Golden State Warriors,121,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Wed,2021-01-20,2021,10:00p,Sacramento Kings,96,Los Angeles Clippers,115,,0,2020/2021,Jan,20,1,2021-01-20,,0.0,,2021-01-20,
Thu,2021-01-21,2021,7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,,0,2020/2021,Jan,21,1,2021-01-21,,0.0,,2021-01-21,
Thu,2021-01-21,2021,10:00p,New York Knicks,119,Golden State Warriors,104,,0,2020/2021,Jan,21,1,2021-01-21,,0.0,,2021-01-21,
Thu,2021-01-21,2021,10:00p,New Orleans Pelicans,118,Utah Jazz,129,,1932,2020/2021,Jan,21,1,2021-01-21,,0.0,,2021-01-21,
Fri,2021-01-22,2021,7:00p,Chicago Bulls,123,Charlotte Hornets,110,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,7:00p,Houston Rockets,103,Detroit Pistons,102,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,7:00p,Orlando Magic,118,Indiana Pacers,120,OT,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,,1944,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,7:30p,Boston Celtics,110,Philadelphia 76ers,122,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,7:30p,Miami Heat,81,Toronto Raptors,101,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,8:30p,Dallas Mavericks,122,San Antonio Spurs,117,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,10:00p,Denver Nuggets,130,Phoenix Suns,126,OT,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Fri,2021-01-22,2021,10:00p,New York Knicks,94,Sacramento Kings,103,,0,2020/2021,Jan,22,1,2021-01-22,,0.0,,2021-01-22,
Sat,2021-01-23,2021,8:00p,Miami Heat,124,Brooklyn Nets,128,,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,8:00p,Philadelphia 76ers,114,Detroit Pistons,110,,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,9:00p,Los Angeles Lakers,101,Chicago Bulls,90,,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,9:00p,Houston Rockets,133,Dallas Mavericks,108,,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,9:00p,Denver Nuggets,120,Phoenix Suns,112,2OT,0,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sat,2021-01-23,2021,9:00p,Golden State Warriors,108,Utah Jazz,127,,1932,2020/2021,Jan,23,1,2021-01-23,,0.0,,2021-01-23,
Sun,2021-01-24,2021,1:00p,Toronto Raptors,107,Indiana Pacers,102,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,7:00p,Cleveland Cavaliers,103,Boston Celtics,141,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,7:00p,Charlotte Hornets,107,Orlando Magic,104,,3507,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Sun,2021-01-24,2021,10:00p,New York Knicks,113,Portland Trail Blazers,116,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,
Mon,2021-01-25,2021,7:00p,Philadelphia 76ers,104,Detroit Pistons,119,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,7:00p,Toronto Raptors,114,Indiana Pacers,129,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,7:00p,Charlotte Hornets,108,Orlando Magic,117,,3167,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,7:30p,Miami Heat,85,Brooklyn Nets,98,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,8:30p,Denver Nuggets,117,Dallas Mavericks,113,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,9:00p,Boston Celtics,119,Chicago Bulls,103,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Mon,2021-01-25,2021,10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,,0,2020/2021,Jan,25,1,2021-01-25,,0.0,,2021-01-25,
Tue,2021-01-26,2021,7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,,1180,2020/2021,Jan,26,1,2021-01-26,,0.0,,2021-01-26,
Tue,2021-01-26,2021,8:00p,Washington Wizards,88,Houston Rockets,107,,2996,2020/2021,Jan,26,1,2021-01-26,,0.0,,2021-01-26,
Tue,2021-01-26,2021,9:00p,New York Knicks,94,Utah Jazz,108,,1932,2020/2021,Jan,26,1,2021-01-26,,0.0,,2021-01-26,
Wed,2021-01-27,2021,7:00p,Indiana Pacers,116,Charlotte Hornets,106,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,,1944,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:00p,Sacramento Kings,121,Orlando Magic,107,,3216,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:30p,Brooklyn Nets,132,Atlanta Hawks,128,OT,1008,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:30p,Denver Nuggets,109,Miami Heat,82,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,7:30p,Milwaukee Bucks,115,Toronto Raptors,108,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,8:30p,Boston Celtics,106,San Antonio Spurs,110,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,9:00p,Washington Wizards,106,New Orleans Pelicans,124,,750,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,9:00p,Dallas Mavericks,104,Utah Jazz,116,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Wed,2021-01-27,2021,10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,,0,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,
Thu,2021-01-28,2021,7:30p,Portland Trail Blazers,101,Houston Rockets,104,,3154,2020/2021,Jan,28,1,2021-01-28,,0.0,,2021-01-28,
Thu,2021-01-28,2021,8:00p,Los Angeles Lakers,92,Detroit Pistons,107,,0,2020/2021,Jan,28,1,2021-01-28,,0.0,,2021-01-28,
Thu,2021-01-28,2021,8:00p,Los Angeles Clippers,109,Miami Heat,105,,0,2020/2021,Jan,28,1,2021-01-28,,0.0,,2021-01-28,
Thu,2021-01-28,2021,10:00p,Golden State Warriors,93,Phoenix Suns,114,,0,2020/2021,Jan,28,1,2021-01-28,,0.0,,2021-01-28,
Fri,2021-01-29,2021,7:00p,Indiana Pacers,105,Charlotte Hornets,108,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,7:00p,Atlanta Hawks,116,Washington Wizards,100,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,7:30p,Milwaukee Bucks,126,New Orleans Pelicans,131,,1440,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,7:30p,Cleveland Cavaliers,81,New York Knicks,102,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,7:30p,Sacramento Kings,126,Toronto Raptors,124,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,94,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,8:00p,Brooklyn Nets,147,Oklahoma City Thunder,125,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,8:00p,Los Angeles Clippers,116,Orlando Magic,90,,3763,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,8:30p,Denver Nuggets,109,San Antonio Spurs,119,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Fri,2021-01-29,2021,10:00p,Dallas Mavericks,101,Utah Jazz,120,,1932,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,
Sat,2021-01-30,2021,8:00p,Portland Trail Blazers,123,Chicago Bulls,122,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,8:00p,Milwaukee Bucks,114,Charlotte Hornets,126,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,8:00p,Sacramento Kings,104,Miami Heat,105,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,8:00p,Houston Rockets,126,New Orleans Pelicans,112,,1440,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,8:30p,Los Angeles Lakers,96,Boston Celtics,95,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,9:00p,Phoenix Suns,111,Dallas Mavericks,105,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sat,2021-01-30,2021,10:00p,Detroit Pistons,91,Golden State Warriors,118,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,
Sun,2021-01-31,2021,1:00p,Los Angeles Clippers,129,New York Knicks,115,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Sun,2021-01-31,2021,3:30p,Utah Jazz,117,Denver Nuggets,128,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Sun,2021-01-31,2021,7:00p,Philadelphia 76ers,119,Indiana Pacers,110,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Sun,2021-01-31,2021,7:00p,Orlando Magic,102,Toronto Raptors,115,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Sun,2021-01-31,2021,7:00p,Brooklyn Nets,146,Washington Wizards,149,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Sun,2021-01-31,2021,8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,109,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,
Mon,2021-02-01,2021,7:30p,Los Angeles Lakers,107,Atlanta Hawks,99,,1341,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,7:30p,Charlotte Hornets,129,Miami Heat,121,OT,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:00p,New York Knicks,102,Chicago Bulls,110,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,100,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:00p,Portland Trail Blazers,106,Milwaukee Bucks,134,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:00p,Sacramento Kings,118,New Orleans Pelicans,109,,1440,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:00p,Houston Rockets,136,Oklahoma City Thunder,106,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:30p,Phoenix Suns,109,Dallas Mavericks,108,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Mon,2021-02-01,2021,8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,
Tue,2021-02-02,2021,7:00p,Toronto Raptors,123,Orlando Magic,108,,3211,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Tue,2021-02-02,2021,7:30p,Los Angeles Clippers,120,Brooklyn Nets,124,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Tue,2021-02-02,2021,8:00p,Memphis Grizzlies,116,Indiana Pacers,134,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Tue,2021-02-02,2021,8:00p,Portland Trail Blazers,132,Washington Wizards,121,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Tue,2021-02-02,2021,10:00p,Boston Celtics,111,Golden State Warriors,107,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Tue,2021-02-02,2021,10:00p,Detroit Pistons,105,Utah Jazz,117,,3902,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,
Wed,2021-02-03,2021,7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,7:00p,Indiana Pacers,110,Milwaukee Bucks,130,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,7:30p,Dallas Mavericks,122,Atlanta Hawks,116,,1259,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,8:00p,New York Knicks,107,Chicago Bulls,103,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,,1944,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,8:00p,Washington Wizards,103,Miami Heat,100,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,8:00p,Houston Rockets,87,Oklahoma City Thunder,104,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,9:30p,Phoenix Suns,101,New Orleans Pelicans,123,,1440,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Wed,2021-02-03,2021,10:00p,Boston Celtics,111,Sacramento Kings,116,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,
Thu,2021-02-04,2021,7:30p,Utah Jazz,112,Atlanta Hawks,91,,1261,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,
Thu,2021-02-04,2021,7:30p,Golden State Warriors,147,Dallas Mavericks,116,,0,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,
Thu,2021-02-04,2021,8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,,0,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,
Thu,2021-02-04,2021,9:00p,Houston Rockets,115,Memphis Grizzlies,103,,1762,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,
Thu,2021-02-04,2021,10:00p,Denver Nuggets,93,Los Angeles Lakers,114,,0,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,
Fri,2021-02-05,2021,7:00p,New Orleans Pelicans,114,Indiana Pacers,113,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,7:00p,Chicago Bulls,119,Orlando Magic,123,,3535,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,7:30p,Toronto Raptors,123,Brooklyn Nets,117,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,,2720,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,8:00p,Utah Jazz,138,Charlotte Hornets,121,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,8:00p,Washington Wizards,95,Miami Heat,122,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,9:00p,Detroit Pistons,92,Phoenix Suns,109,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Fri,2021-02-05,2021,10:00p,Boston Celtics,119,Los Angeles Clippers,115,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,
Sat,2021-02-06,2021,1:00p,Portland Trail Blazers,99,New York Knicks,110,,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,5:00p,Denver Nuggets,114,Sacramento Kings,119,,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,7:00p,Chicago Bulls,118,Orlando Magic,92,,3880,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:00p,Toronto Raptors,121,Atlanta Hawks,132,,991,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,,2720,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:00p,San Antonio Spurs,111,Houston Rockets,106,,3313,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,8:30p,Golden State Warriors,132,Dallas Mavericks,134,,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,,1440,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sat,2021-02-06,2021,10:00p,Detroit Pistons,129,Los Angeles Lakers,135,2OT,0,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,
Sun,2021-02-07,2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,,0,2020/2021,Feb,7,2,2021-05-24,covid,1.0,18.0,2021-02-07,
Sun,2021-02-07,2021,1:00p,Utah Jazz,103,Indiana Pacers,95,,0,2020/2021,Feb,7,2,2021-02-07,,0.0,,2021-02-07,
Sun,2021-02-07,2021,1:00p,Miami Heat,109,New York Knicks,103,,0,2020/2021,Feb,7,2,2021-02-07,,0.0,,2021-02-07,
Sun,2021-02-07,2021,2:00p,Boston Celtics,91,Phoenix Suns,100,,1493,2020/2021,Feb,7,2,2021-02-07,,0.0,,2021-02-07,
