Date,visitor,G,home,G.1,Unnamed: 5,Att.,LOG,Notes,game_date
13/10/2018,Toronto Maple Leafs,4,Washington Capitals,2,,18506,02:21,,2018-10-13
14/10/2018,San Jose Sharks,2,New Jersey Devils,3,,13809,02:35,,2018-10-14
14/10/2018,Anaheim Ducks,3,St. Louis Blues,2,,16562,02:36,,2018-10-14
14/10/2018,Carolina Hurricanes,1,Winnipeg Jets,3,,15321,02:33,,2018-10-14
15/10/2018,Detroit Red Wings,3,Montreal Canadiens,7,,20323,02:40,,2018-10-15
15/10/2018,Minnesota Wild,2,Nashville Predators,4,,17165,02:32,,2018-10-15
15/10/2018,Dallas Stars,1,Ottawa Senators,4,,12358,02:30,,2018-10-15
15/10/2018,Los Angeles Kings,1,Toronto Maple Leafs,4,,19429,02:25,,2018-10-15
16/10/2018,Arizona Coyotes,1,Minnesota Wild,2,,18795,02:35,,2018-10-16
16/10/2018,Dallas Stars,0,New Jersey Devils,3,,12808,02:33,,2018-10-16
16/10/2018,Colorado Avalanche,2,New York Rangers,3,SO,17251,02:43,,2018-10-16
16/10/2018,Florida Panthers,5,Philadelphia Flyers,6,SO,19038,02:48,,2018-10-16
16/10/2018,Vancouver Canucks,3,Pittsburgh Penguins,2,OT,18492,02:24,,2018-10-16
16/10/2018,Carolina Hurricanes,2,Tampa Bay Lightning,4,,19092,02:37,,2018-10-16
16/10/2018,Buffalo Sabres,1,Vegas Golden Knights,4,,18321,02:38,,2018-10-16
16/10/2018,Edmonton Oilers,5,Winnipeg Jets,4,OT,15321,02:29,,2018-10-16
17/10/2018,New York Islanders,1,Anaheim Ducks,4,,16909,02:30,,2018-10-17
17/10/2018,Boston Bruins,2,Calgary Flames,5,,17641,02:25,,2018-10-17
17/10/2018,St. Louis Blues,2,Montreal Canadiens,3,,20137,02:22,,2018-10-17
17/10/2018,New York Rangers,3,Washington Capitals,4,OT,18506,02:34,,2018-10-17
18/10/2018,Philadelphia Flyers,3,Columbus Blue Jackets,6,,13492,02:20,,2018-10-18
18/10/2018,Arizona Coyotes,4,Chicago Blackhawks,1,,21210,02:31,,2018-10-18
18/10/2018,Boston Bruins,2,Edmonton Oilers,3,OT,18347,02:26,,2018-10-18
18/10/2018,New York Islanders,7,Los Angeles Kings,2,,18230,02:34,,2018-10-18
18/10/2018,Colorado Avalanche,5,New Jersey Devils,3,,13374,02:41,,2018-10-18
18/10/2018,Buffalo Sabres,1,San Jose Sharks,5,,17389,02:33,,2018-10-18
18/10/2018,Detroit Red Wings,1,Tampa Bay Lightning,3,,19092,02:43,,2018-10-18
18/10/2018,Pittsburgh Penguins,3,Toronto Maple Leafs,0,,19483,02:28,,2018-10-18
18/10/2018,Vancouver Canucks,1,Winnipeg Jets,4,,15321,02:32,,2018-10-18
19/10/2018,Nashville Predators,5,Calgary Flames,3,,18725,02:36,,2018-10-19
19/10/2018,Minnesota Wild,3,Dallas Stars,1,,18346,02:18,,2018-10-19
19/10/2018,Florida Panthers,6,Washington Capitals,5,SO,18506,02:56,,2018-10-19
20/10/2018,Colorado Avalanche,3,Carolina Hurricanes,1,,11753,02:30,,2018-10-20
20/10/2018,Chicago Blackhawks,4,Columbus Blue Jackets,1,,17005,02:29,,2018-10-20
20/10/2018,Nashville Predators,3,Edmonton Oilers,0,,18347,02:29,,2018-10-20
20/10/2018,Detroit Red Wings,4,Florida Panthers,3,OT,14534,02:44,,2018-10-20
20/10/2018,Buffalo Sabres,5,Los Angeles Kings,1,,18230,02:38,,2018-10-20
20/10/2018,Tampa Bay Lightning,4,Minnesota Wild,5,OT,19080,02:42,,2018-10-20
20/10/2018,Montreal Canadiens,3,Ottawa Senators,4,OT,18442,02:37,,2018-10-20
20/10/2018,New Jersey Devils,2,Philadelphia Flyers,5,,19105,02:35,,2018-10-20
20/10/2018,New York Islanders,1,San Jose Sharks,4,,17414,02:31,,2018-10-20
20/10/2018,St. Louis Blues,4,Toronto Maple Leafs,1,,19268,02:31,,2018-10-20
20/10/2018,Boston Bruins,1,Vancouver Canucks,2,OT,17871,02:30,,2018-10-20
20/10/2018,Anaheim Ducks,1,Vegas Golden Knights,3,,18375,02:33,,2018-10-20
20/10/2018,Arizona Coyotes,3,Winnipeg Jets,5,,15321,02:33,,2018-10-20
21/10/2018,Buffalo Sabres,4,Anaheim Ducks,2,,17174,02:24,,2018-10-21
21/10/2018,Tampa Bay Lightning,6,Chicago Blackhawks,3,,21012,02:29,,2018-10-21
21/10/2018,Calgary Flames,4,New York Rangers,1,,17404,02:29,,2018-10-21
22/10/2018,Carolina Hurricanes,3,Detroit Red Wings,1,,19515,02:28,at Little Caesars Arena (Detroit MI),2018-10-22
22/10/2018,Colorado Avalanche,4,Philadelphia Flyers,1,,19326,02:30,,2018-10-22
22/10/2018,Washington Capitals,5,Vancouver Canucks,2,,17227,02:25,,2018-10-22
22/10/2018,St. Louis Blues,4,Winnipeg Jets,5,OT,15321,02:37,,2018-10-22
23/10/2018,Arizona Coyotes,4,Columbus Blue Jackets,1,,11458,02:28,,2018-10-23
23/10/2018,Anaheim Ducks,1,Chicago Blackhawks,3,,20900,02:31,,2018-10-23
23/10/2018,Los Angeles Kings,2,Dallas Stars,4,,17354,02:39,,2018-10-23
23/10/2018,Pittsburgh Penguins,6,Edmonton Oilers,5,OT,18347,02:42,,2018-10-23
23/10/2018,Calgary Flames,2,Montreal Canadiens,3,,21028,02:30,,2018-10-23
23/10/2018,San Jose Sharks,5,Nashville Predators,4,,17159,02:41,,2018-10-23
23/10/2018,Florida Panthers,2,New York Rangers,5,,17016,02:33,,2018-10-23
23/10/2018,Boston Bruins,4,Ottawa Senators,1,,15265,02:31,,2018-10-23
24/10/2018,Tampa Bay Lightning,1,Colorado Avalanche,0,,16753,02:23,,2018-10-24
24/10/2018,Florida Panthers,3,New York Islanders,2,OT,9743,02:40,,2018-10-24
24/10/2018,Vancouver Canucks,3,Vegas Golden Knights,2,SO,18189,02:42,,2018-10-24
24/10/2018,Toronto Maple Leafs,4,Winnipeg Jets,2,,15321,02:29,,2018-10-24
25/10/2018,Vancouver Canucks,1,Arizona Coyotes,4,,12955,02:20,,2018-10-25
25/10/2018,Philadelphia Flyers,0,Boston Bruins,3,,17565,02:32,,2018-10-25
25/10/2018,Montreal Canadiens,3,Buffalo Sabres,4,,16112,02:35,,2018-10-25
25/10/2018,Pittsburgh Penguins,9,Calgary Flames,1,,17834,02:31,,2018-10-25
25/10/2018,New York Rangers,1,Chicago Blackhawks,4,,21280,02:36,,2018-10-25
25/10/2018,Anaheim Ducks,2,Dallas Stars,5,,17134,02:34,,2018-10-25
25/10/2018,Washington Capitals,1,Edmonton Oilers,4,,18347,02:29,,2018-10-25
25/10/2018,Los Angeles Kings,1,Minnesota Wild,4,,18778,02:36,,2018-10-25
25/10/2018,Nashville Predators,4,New Jersey Devils,3,OT,15164,02:44,,2018-10-25
25/10/2018,Columbus Blue Jackets,7,St. Louis Blues,4,,17068,02:37,,2018-10-25
26/10/2018,San Jose Sharks,3,Carolina Hurricanes,4,SO,12311,02:43,,2018-10-26
26/10/2018,Ottawa Senators,3,Colorado Avalanche,6,,16851,02:32,,2018-10-26
26/10/2018,Winnipeg Jets,2,Detroit Red Wings,1,,19515,02:27,at Little Caesars Arena (Detroit MI),2018-10-26
26/10/2018,Tampa Bay Lightning,3,Vegas Golden Knights,2,,18207,02:38,,2018-10-26
27/10/2018,Tampa Bay Lightning,1,Arizona Coyotes,7,,13623,02:31,,2018-10-27
27/10/2018,Montreal Canadiens,3,Boston Bruins,0,,17565,02:37,,2018-10-27
27/10/2018,Buffalo Sabres,4,Columbus Blue Jackets,5,OT,15642,02:39,,2018-10-27
27/10/2018,Washington Capitals,4,Calgary Flames,3,SO,17832,02:45,,2018-10-27
27/10/2018,Colorado Avalanche,2,Minnesota Wild,3,,19093,02:35,,2018-10-27
27/10/2018,Florida Panthers,2,New Jersey Devils,3,,15927,02:50,,2018-10-27
27/10/2018,Edmonton Oilers,5,Nashville Predators,3,,17248,02:31,,2018-10-27
27/10/2018,New York Islanders,6,Philadelphia Flyers,1,,19247,02:28,,2018-10-27
27/10/2018,Chicago Blackhawks,3,St. Louis Blues,7,,17201,02:32,,2018-10-27
27/10/2018,Winnipeg Jets,2,Toronto Maple Leafs,3,,19545,02:31,,2018-10-27
27/10/2018,Pittsburgh Penguins,5,Vancouver Canucks,0,,17537,02:29,,2018-10-27
28/10/2018,San Jose Sharks,4,Anaheim Ducks,3,OT,17099,02:36,,2018-10-28
28/10/2018,New York Islanders,2,Carolina Hurricanes,1,,10367,02:30,,2018-10-28
28/10/2018,Edmonton Oilers,2,Chicago Blackhawks,1,OT,20987,02:24,,2018-10-28
28/10/2018,Dallas Stars,2,Detroit Red Wings,4,,19515,02:26,at Little Caesars Arena (Detroit MI),2018-10-28
28/10/2018,New York Rangers,3,Los Angeles Kings,4,,18230,02:41,,2018-10-28
28/10/2018,Ottawa Senators,3,Vegas Golden Knights,4,OT,18089,02:40,,2018-10-28
29/10/2018,Calgary Flames,3,Toronto Maple Leafs,1,,18989,02:31,,2018-10-29
29/10/2018,Minnesota Wild,2,Vancouver Canucks,5,,16546,02:36,,2018-10-29
30/10/2018,Philadelphia Flyers,3,Anaheim Ducks,2,,16450,02:28,,2018-10-30
30/10/2018,Ottawa Senators,1,Arizona Coyotes,5,,13988,02:32,,2018-10-30
30/10/2018,Calgary Flames,2,Buffalo Sabres,1,OT,15196,02:38,,2018-10-30
30/10/2018,Boston Bruins,3,Carolina Hurricanes,2,,11357,02:37,,2018-10-30
30/10/2018,Detroit Red Wings,5,Columbus Blue Jackets,3,,14288,02:30,,2018-10-30
30/10/2018,Minnesota Wild,4,Edmonton Oilers,3,,18347,02:32,,2018-10-30
30/10/2018,Dallas Stars,4,Montreal Canadiens,1,,20506,02:39,,2018-10-30
30/10/2018,Vegas Golden Knights,1,Nashville Predators,4,,17367,02:30,,2018-10-30
30/10/2018,New York Islanders,6,Pittsburgh Penguins,3,,18509,02:32,,2018-10-30
30/10/2018,New York Rangers,4,San Jose Sharks,3,SO,17562,02:38,,2018-10-30
30/10/2018,New Jersey Devils,3,Tampa Bay Lightning,8,,19092,02:37,,2018-10-30
31/10/2018,Chicago Blackhawks,2,Vancouver Canucks,4,,16955,02:32,,2018-10-31
1/11/2018,New York Rangers,3,Anaheim Ducks,2,SO,16101,03:14,,2018-11-01
1/11/2018,Colorado Avalanche,5,Calgary Flames,6,,17317,02:39,,2018-11-01
1/11/2018,New Jersey Devils,3,Detroit Red Wings,4,,18273,02:48,at Little Caesars Arena (Detroit MI),2018-11-01
1/11/2018,Chicago Blackhawks,0,Edmonton Oilers,4,,18347,02:26,,2018-11-01
1/11/2018,Winnipeg Jets,4,Florida Panthers,2,,13490,02:37,NHL Global Series,2018-11-01
1/11/2018,Philadelphia Flyers,5,Los Angeles Kings,2,,18230,02:35,,2018-11-01
1/11/2018,Washington Capitals,4,Montreal Canadiens,6,,20279,02:25,,2018-11-01
1/11/2018,Pittsburgh Penguins,2,New York Islanders,3,SO,10910,02:42,,2018-11-01
1/11/2018,Buffalo Sabres,2,Ottawa Senators,4,,12587,02:20,,2018-11-01
1/11/2018,Columbus Blue Jackets,4,San Jose Sharks,1,,15879,02:32,,2018-11-01
1/11/2018,Vegas Golden Knights,3,St. Louis Blues,5,,16813,02:32,,2018-11-01
1/11/2018,Nashville Predators,4,Tampa Bay Lightning,1,,19092,02:30,,2018-11-01
1/11/2018,Dallas Stars,2,Toronto Maple Leafs,1,,18878,02:27,,2018-11-01
2/11/2018,Carolina Hurricanes,3,Arizona Coyotes,4,OT,10562,02:30,,2018-11-02
2/11/2018,Colorado Avalanche,6,Vancouver Canucks,7,OT,18334,02:44,,2018-11-02
2/11/2018,Florida Panthers,4,Winnipeg Jets,2,,13490,02:34,NHL Global Series,2018-11-02
3/11/2018,Ottawa Senators,2,Buffalo Sabres,9,,17881,02:27,,2018-11-03
3/11/2018,Chicago Blackhawks,3,Calgary Flames,5,,18143,02:26,,2018-11-03
3/11/2018,Edmonton Oilers,4,Detroit Red Wings,3,,19515,02:31,at Little Caesars Arena (Detroit MI),2018-11-03
3/11/2018,Columbus Blue Jackets,1,Los Angeles Kings,4,,18230,02:32,,2018-11-03
3/11/2018,Tampa Bay Lightning,4,Montreal Canadiens,1,,21302,02:31,,2018-11-03
3/11/2018,Boston Bruins,0,Nashville Predators,1,,17535,02:38,,2018-11-03
3/11/2018,New Jersey Devils,0,New York Islanders,3,,11901,02:26,,2018-11-03
3/11/2018,Toronto Maple Leafs,5,Pittsburgh Penguins,0,,18638,02:38,,2018-11-03
3/11/2018,Philadelphia Flyers,3,San Jose Sharks,4,OT,17562,02:29,,2018-11-03
3/11/2018,Minnesota Wild,5,St. Louis Blues,1,,17767,02:27,,2018-11-03
3/11/2018,Carolina Hurricanes,0,Vegas Golden Knights,3,,18328,02:29,,2018-11-03
3/11/2018,Dallas Stars,4,Washington Capitals,3,OT,18506,02:40,,2018-11-03
4/11/2018,Columbus Blue Jackets,2,Anaheim Ducks,3,OT,16727,02:31,,2018-11-04
4/11/2018,Buffalo Sabres,1,New York Rangers,3,,16904,02:26,,2018-11-04
4/11/2018,Tampa Bay Lightning,4,Ottawa Senators,3,OT,11364,02:29,,2018-11-04
5/11/2018,Philadelphia Flyers,5,Arizona Coyotes,2,,13719,02:28,,2018-11-05
5/11/2018,Dallas Stars,1,Boston Bruins,2,OT,17565,02:34,,2018-11-05
5/11/2018,Montreal Canadiens,4,New York Islanders,3,SO,9402,02:40,,2018-11-05
5/11/2018,New Jersey Devils,5,Pittsburgh Penguins,1,,18420,02:38,,2018-11-05
5/11/2018,Edmonton Oilers,2,Washington Capitals,4,,18506,02:30,,2018-11-05
6/11/2018,Dallas Stars,1,Columbus Blue Jackets,4,,14159,02:24,,2018-11-06
6/11/2018,Vancouver Canucks,2,Detroit Red Wings,3,SO,18640,02:47,at Little Caesars Arena (Detroit MI),2018-11-06
6/11/2018,Anaheim Ducks,1,Los Angeles Kings,4,,18230,02:41,,2018-11-06
6/11/2018,Montreal Canadiens,3,New York Rangers,5,,17428,02:40,,2018-11-06
6/11/2018,New Jersey Devils,3,Ottawa Senators,7,,12491,02:37,,2018-11-06
6/11/2018,Minnesota Wild,3,San Jose Sharks,4,,15853,02:23,,2018-11-06
6/11/2018,Carolina Hurricanes,1,St. Louis Blues,4,,16210,02:31,,2018-11-06
6/11/2018,Edmonton Oilers,2,Tampa Bay Lightning,5,,19092,02:33,,2018-11-06
6/11/2018,Vegas Golden Knights,1,Toronto Maple Leafs,3,,19045,02:34,,2018-11-06
7/11/2018,Calgary Flames,2,Anaheim Ducks,3,,16461,02:23,,2018-11-07
7/11/2018,Nashville Predators,4,Colorado Avalanche,1,,16923,02:44,,2018-11-07
7/11/2018,Pittsburgh Penguins,1,Washington Capitals,2,,18506,02:33,,2018-11-07
8/11/2018,Vancouver Canucks,8,Boston Bruins,5,,17565,02:38,,2018-11-08
8/11/2018,Carolina Hurricanes,4,Chicago Blackhawks,3,,21331,02:20,,2018-11-08
8/11/2018,San Jose Sharks,3,Dallas Stars,4,,18137,02:33,,2018-11-08
8/11/2018,Edmonton Oilers,1,Florida Panthers,4,,11484,02:33,,2018-11-08
8/11/2018,Minnesota Wild,3,Los Angeles Kings,1,,17621,02:29,,2018-11-08
8/11/2018,Buffalo Sabres,6,Montreal Canadiens,5,OT,20488,02:40,,2018-11-08
8/11/2018,Vegas Golden Knights,5,Ottawa Senators,3,,15213,02:37,,2018-11-08
8/11/2018,Arizona Coyotes,4,Philadelphia Flyers,5,OT,18884,02:28,,2018-11-08
8/11/2018,New York Islanders,2,Tampa Bay Lightning,4,,19092,02:30,,2018-11-08
9/11/2018,Minnesota Wild,5,Anaheim Ducks,1,,16464,02:30,,2018-11-09
9/11/2018,New York Rangers,2,Detroit Red Wings,3,OT,19515,02:38,at Little Caesars Arena (Detroit MI),2018-11-09
9/11/2018,San Jose Sharks,0,St. Louis Blues,4,,17032,02:21,,2018-11-09
9/11/2018,New Jersey Devils,1,Toronto Maple Leafs,6,,19211,02:32,,2018-11-09
9/11/2018,Colorado Avalanche,2,Winnipeg Jets,5,,15321,02:23,,2018-11-09
9/11/2018,Columbus Blue Jackets,2,Washington Capitals,1,,18506,02:31,,2018-11-09
10/11/2018,Toronto Maple Leafs,1,Boston Bruins,5,,17565,02:34,,2018-11-10
10/11/2018,Vancouver Canucks,3,Buffalo Sabres,4,SO,17541,02:42,,2018-11-10
10/11/2018,Detroit Red Wings,4,Carolina Hurricanes,3,SO,13029,02:42,,2018-11-10
10/11/2018,New York Rangers,5,Columbus Blue Jackets,4,SO,18384,02:47,,2018-11-10
10/11/2018,Nashville Predators,5,Dallas Stars,4,OT,18532,02:42,,2018-11-10
10/11/2018,New York Islanders,2,Florida Panthers,4,,11947,02:28,,2018-11-10
10/11/2018,Calgary Flames,1,Los Angeles Kings,0,,18230,02:32,,2018-11-10
10/11/2018,Vegas Golden Knights,4,Montreal Canadiens,5,,21302,02:30,,2018-11-10
10/11/2018,Chicago Blackhawks,0,Philadelphia Flyers,4,,19355,02:25,,2018-11-10
10/11/2018,Arizona Coyotes,0,Pittsburgh Penguins,4,,18596,02:31,,2018-11-10
10/11/2018,Ottawa Senators,6,Tampa Bay Lightning,4,,19092,02:35,,2018-11-10
11/11/2018,Vegas Golden Knights,1,Boston Bruins,4,,17565,02:30,,2018-11-11
11/11/2018,Colorado Avalanche,4,Edmonton Oilers,1,,18347,02:14,,2018-11-11
11/11/2018,Ottawa Senators,1,Florida Panthers,5,,11192,02:35,,2018-11-11
11/11/2018,Calgary Flames,1,San Jose Sharks,3,,17562,02:22,,2018-11-11
11/11/2018,Minnesota Wild,3,St. Louis Blues,2,,16735,02:33,,2018-11-11
11/11/2018,New Jersey Devils,2,Winnipeg Jets,5,,15321,02:30,,2018-11-11
11/11/2018,Arizona Coyotes,4,Washington Capitals,1,,18506,02:27,,2018-11-11
12/11/2018,Nashville Predators,1,Anaheim Ducks,2,SO,16629,03:04,,2018-11-12
12/11/2018,Chicago Blackhawks,2,Carolina Hurricanes,3,OT,11221,02:28,,2018-11-12
12/11/2018,Columbus Blue Jackets,2,Dallas Stars,1,,17543,02:32,,2018-11-12
12/11/2018,Vancouver Canucks,1,New York Rangers,2,,17100,02:28,,2018-11-12
13/11/2018,Tampa Bay Lightning,1,Buffalo Sabres,2,,15833,02:31,,2018-11-13
