Date,visitor,G,home,G.1,Unnamed: 5,Att.,LOG,Notes,game_date,original_month,original_day,home_team,visitor_team,game_month,game_day,original_month_number,game_month_number,original_date,source,reschedule,day_difference
8/2/2021,Arizona Coyotes,4,St. Louis Blues,3,SO,,02:42,,2021-02-08,,,,,,,,,,,0.0,
8/2/2021,Vancouver Canucks,1,Toronto Maple Leafs,3,,,02:18,,2021-02-08,,,,,,,,,,,0.0,
8/2/2021,Tampa Bay Lightning,4,Nashville Predators,1,,,02:28,,2021-02-08,,,,,,,,,,,0.0,
9/2/2021,Tampa Bay Lightning,6,Nashville Predators,1,,,02:33,,2021-02-09,,,,,,,,,,,0.0,
9/2/2021,Winnipeg Jets,2,Calgary Flames,3,,,02:22,,2021-02-09,,,,,,,,,,,0.0,
9/2/2021,Chicago Blackhawks,2,Dallas Stars,1,OT,4059.0,02:22,,2021-02-09,,,,,,,,,,,0.0,
9/2/2021,Detroit Red Wings,1,Florida Panthers,2,,3477.0,02:14,,2021-02-09,,,,,,,,,,,0.0,
18/3/2021,Pittsburgh Penguins,2,New Jersey Devils,3,,1800.0,02:33,,2021-02-09,Feb.,9.0,Devils,Penguins,March,18.0,2.0,3.0,2021-02-09,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,37.0
9/2/2021,San Jose Sharks,4,Los Angeles Kings,3,SO,,02:30,,2021-02-09,,,,,,,,,,,0.0,
9/2/2021,Anaheim Ducks,4,Vegas Golden Knights,5,,,02:23,,2021-02-09,,,,,,,,,,,0.0,
9/2/2021,Edmonton Oilers,3,Ottawa Senators,2,,,02:26,,2021-02-09,,,,,,,,,,,0.0,
13/4/2021,Philadelphia Flyers,1,Washington Capitals,6,,,02:26,,2021-02-09,Feb.,9.0,Capitals,Flyers,April,13.0,2.0,4.0,2021-02-09,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,63.0
10/2/2021,Boston Bruins,3,New York Rangers,2,OT,,02:32,,2021-02-10,,,,,,,,,,,0.0,
10/2/2021,Toronto Maple Leafs,4,Montreal Canadiens,2,,,02:23,,2021-02-10,,,,,,,,,,,0.0,
11/2/2021,Columbus Blue Jackets,6,Chicago Blackhawks,5,,,02:19,,2021-02-11,,,,,,,,,,,0.0,
12/4/2021,Arizona Coyotes,2,Colorado Avalanche,4,,4042.0,02:42,,2021-02-11,Feb.,11.0,Avalanche,Coyotes,April,12.0,2.0,4.0,2021-02-11,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,60.0
25/3/2021,St. Louis Blues,0,Minnesota Wild,2,,,02:21,,2021-02-11,Feb.,11.0,Wild,Blues,March,25.0,2.0,3.0,2021-02-11,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,42.0
15/3/2021,Washington Capitals,6,Buffalo Sabres,0,,,02:18,,2021-02-11,Feb.,11.0,Sabres,Capitals,March,15.0,2.0,3.0,2021-02-11,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,32.0
11/2/2021,San Jose Sharks,2,Los Angeles Kings,6,,,02:24,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Edmonton Oilers,3,Montreal Canadiens,0,,,02:21,,2021-02-11,,,,,,,,,,,0.0,
25/4/2021,New Jersey Devils,3,Philadelphia Flyers,4,SO,3651.0,02:42,,2021-02-11,Feb.,11.0,Flyers,Devils,April,25.0,2.0,4.0,2021-02-11,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,73.0
11/2/2021,Detroit Red Wings,2,Nashville Predators,3,,,02:22,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Pittsburgh Penguins,4,New York Islanders,3,SO,,02:40,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Tampa Bay Lightning,2,Florida Panthers,5,,3808.0,02:21,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Calgary Flames,3,Vancouver Canucks,1,,,02:26,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Anaheim Ducks,1,Vegas Golden Knights,0,,,02:11,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Ottawa Senators,1,Winnipeg Jets,5,,,02:16,,2021-02-11,,,,,,,,,,,0.0,
11/2/2021,Carolina Hurricanes,5,Dallas Stars,3,,3687.0,02:41,,2021-02-11,,,,,,,,,,,0.0,
12/2/2021,St. Louis Blues,4,Arizona Coyotes,1,,2457.0,02:29,,2021-02-12,,,,,,,,,,,0.0,
12/2/2021,Boston Bruins,1,New York Rangers,0,,,02:30,,2021-02-12,,,,,,,,,,,0.0,
10/5/2021,New Jersey Devils,2,Philadelphia Flyers,4,,3882.0,02:18,,2021-02-13,Feb.,13.0,Flyers,Devils,May,10.0,2.0,5.0,2021-02-13,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,86.0
23/4/2021,Minnesota Wild,4,Los Angeles Kings,2,,1091.0,02:21,,2021-02-13,Feb.,13.0,Kings,Wild,April,23.0,2.0,4.0,2021-02-13,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,69.0
13/2/2021,Ottawa Senators,2,Winnipeg Jets,1,,,02:17,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Carolina Hurricanes,4,Dallas Stars,3,SO,4071.0,02:43,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Tampa Bay Lightning,6,Florida Panthers,1,,4509.0,02:32,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Detroit Red Wings,4,Nashville Predators,2,,,02:20,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Boston Bruins,2,New York Islanders,4,,,02:30,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Montreal Canadiens,2,Toronto Maple Leafs,1,,,02:12,,2021-02-13,,,,,,,,,,,0.0,
9/4/2021,Washington Capitals,4,Buffalo Sabres,3,,,02:31,,2021-02-13,Feb.,13.0,Sabres,Capitals,April,9.0,2.0,4.0,2021-02-13,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,55.0
13/2/2021,Calgary Flames,1,Vancouver Canucks,3,,,02:25,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,Columbus Blue Jackets,2,Chicago Blackhawks,3,OT,,02:20,,2021-02-13,,,,,,,,,,,0.0,
13/2/2021,St. Louis Blues,5,Arizona Coyotes,4,OT,3237.0,02:34,,2021-02-13,,,,,,,,,,,0.0,
22/4/2021,Philadelphia Flyers,3,New York Rangers,2,,1800.0,02:30,,2021-02-14,Feb.,14.0,Rangers,Flyers,April,22.0,2.0,4.0,2021-02-14,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,67.0
14/2/2021,Colorado Avalanche,0,Vegas Golden Knights,1,,,02:23,,2021-02-14,,,,,,,,,,,0.0,
14/2/2021,Washington Capitals,3,Pittsburgh Penguins,6,,,02:30,,2021-02-14,,,,,,,,,,,0.0,
7/3/2021,New Jersey Devils,1,Boston Bruins,0,,,02:25,,2021-02-15,Feb.,15.0,Bruins,Devils,March,7.0,2.0,3.0,2021-02-15,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,20.0
15/2/2021,St. Louis Blues,0,Arizona Coyotes,1,,2554.0,02:21,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,New York Islanders,3,Buffalo Sabres,1,,,02:19,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Columbus Blue Jackets,3,Carolina Hurricanes,7,,,02:37,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Chicago Blackhawks,3,Detroit Red Wings,2,OT,,02:23,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Winnipeg Jets,6,Edmonton Oilers,5,,,02:24,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Anaheim Ducks,2,San Jose Sharks,3,,,02:23,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Florida Panthers,6,Tampa Bay Lightning,4,,100.0,02:35,,2021-02-15,,,,,,,,,,,0.0,
7/3/2021,Nashville Predators,4,Dallas Stars,3,SO,3976.0,02:44,,2021-02-15,Feb.,15.0,Stars,Predators,March,7.0,2.0,3.0,2021-02-15,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,20.0
15/2/2021,Ottawa Senators,6,Toronto Maple Leafs,5,OT,,02:40,,2021-02-15,,,,,,,,,,,0.0,
15/2/2021,Calgary Flames,4,Vancouver Canucks,3,OT,,02:32,,2021-02-15,,,,,,,,,,,0.0,
16/2/2021,New York Islanders,3,Buffalo Sabres,0,,,02:27,,2021-02-16,,,,,,,,,,,0.0,
16/2/2021,Minnesota Wild,0,Los Angeles Kings,4,,,02:31,,2021-02-16,,,,,,,,,,,0.0,
16/2/2021,Washington Capitals,3,Pittsburgh Penguins,1,,,02:22,,2021-02-16,,,,,,,,,,,0.0,
21/3/2021,Nashville Predators,4,Dallas Stars,3,SO,4011.0,02:48,,2021-02-16,Feb.,16.0,Stars,Predators,March,21.0,2.0,3.0,2021-02-16,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,33.0
16/2/2021,Colorado Avalanche,3,Vegas Golden Knights,2,,,02:23,,2021-02-16,,,,,,,,,,,0.0,
17/2/2021,Vancouver Canucks,5,Calgary Flames,1,,,02:20,,2021-02-17,,,,,,,,,,,0.0,
17/2/2021,Chicago Blackhawks,2,Detroit Red Wings,0,,,02:12,,2021-02-17,,,,,,,,,,,0.0,
17/2/2021,Winnipeg Jets,2,Edmonton Oilers,3,,,02:25,,2021-02-17,,,,,,,,,,,0.0,
17/2/2021,Ottawa Senators,1,Toronto Maple Leafs,2,,,02:22,,2021-02-17,,,,,,,,,,,0.0,
18/2/2021,Los Angeles Kings,3,Arizona Coyotes,2,SO,2281.0,02:35,,2021-02-18,,,,,,,,,,,0.0,
2/3/2021,Tampa Bay Lightning,2,Dallas Stars,0,,4067.0,02:24,,2021-02-18,Feb.,18.0,Stars,Lightning,March,2.0,2.0,3.0,2021-02-18,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,12.0
18/2/2021,Minnesota Wild,3,Anaheim Ducks,1,,,02:26,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,New Jersey Devils,3,Boston Bruins,2,,,02:28,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,Nashville Predators,0,Columbus Blue Jackets,3,,,02:23,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,New York Rangers,3,Philadelphia Flyers,2,SO,,02:41,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,New York Islanders,1,Pittsburgh Penguins,4,,,02:22,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,San Jose Sharks,2,St. Louis Blues,3,OT,,02:30,,2021-02-18,,,,,,,,,,,0.0,
18/2/2021,Ottawa Senators,3,Toronto Maple Leafs,7,,,02:23,,2021-02-18,,,,,,,,,,,0.0,
19/2/2021,Winnipeg Jets,2,Vancouver Canucks,0,,,02:21,,2021-02-19,,,,,,,,,,,0.0,
19/2/2021,Florida Panthers,7,Detroit Red Wings,2,,,02:30,,2021-02-19,,,,,,,,,,,0.0,
19/2/2021,Chicago Blackhawks,3,Carolina Hurricanes,5,,,02:24,,2021-02-19,,,,,,,,,,,0.0,
19/2/2021,Edmonton Oilers,2,Calgary Flames,1,,,02:12,,2021-02-19,,,,,,,,,,,0.0,
20/2/2021,Nashville Predators,4,Columbus Blue Jackets,2,,,02:31,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Minnesota Wild,5,Anaheim Ducks,1,,,02:26,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Los Angeles Kings,4,Arizona Coyotes,2,,3187.0,02:18,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Tampa Bay Lightning,0,Carolina Hurricanes,4,,,02:20,,2021-02-20,,,,,,,,,,,0.0,
16/3/2021,Tampa Bay Lightning,4,Dallas Stars,3,SO,4057.0,02:43,,2021-02-20,Feb.,20.0,Stars,Lightning,March,16.0,2.0,3.0,2021-02-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,24.0
20/2/2021,Vegas Golden Knights,2,Colorado Avalanche,3,,,00:35,NHL Outdoors at Lake Tahoe,2021-02-20,,,,,,,,,,,0.0,
6/5/2021,Chicago Blackhawks,2,Carolina Hurricanes,1,OT,4987.0,02:25,,2021-02-20,Feb.,20.0,Hurricanes,Blackhawks,May,6.0,2.0,5.0,2021-02-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,75.0
20/2/2021,Calgary Flames,1,Edmonton Oilers,7,,,02:35,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Toronto Maple Leafs,5,Montreal Canadiens,3,,,02:29,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Buffalo Sabres,3,New Jersey Devils,2,,,02:21,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,New York Islanders,2,Pittsburgh Penguins,3,,,02:20,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,San Jose Sharks,5,St. Louis Blues,4,,,02:30,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,New York Rangers,4,Washington Capitals,1,,,02:25,,2021-02-20,,,,,,,,,,,0.0,
20/2/2021,Florida Panthers,1,Detroit Red Wings,2,,,02:28,,2021-02-20,,,,,,,,,,,0.0,
21/2/2021,Montreal Canadiens,2,Ottawa Senators,3,OT,,02:34,,2021-02-21,,,,,,,,,,,0.0,
21/2/2021,Philadelphia Flyers,3,Boston Bruins,7,,,02:28,NHL Outdoors at Lake Tahoe,2021-02-21,,,,,,,,,,,0.0,
21/2/2021,Winnipeg Jets,4,Vancouver Canucks,3,OT,,02:26,,2021-02-21,,,,,,,,,,,0.0,
20/3/2021,New York Rangers,3,Washington Capitals,1,,,02:28,,2021-02-21,Feb.,21.0,Capitals,Rangers,March,20.0,2.0,3.0,2021-02-21,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,27.0
22/2/2021,Calgary Flames,3,Toronto Maple Leafs,0,,,02:22,,2021-02-22,,,,,,,,,,,0.0,
22/2/2021,Los Angeles Kings,3,St. Louis Blues,0,,,02:19,,2021-02-22,,,,,,,,,,,0.0,
22/2/2021,Anaheim Ducks,3,Arizona Coyotes,4,,2346.0,02:47,,2021-02-22,,,,,,,,,,,0.0,
22/2/2021,Vegas Golden Knights,3,Colorado Avalanche,0,,,02:18,,2021-02-22,,,,,,,,,,,0.0,
23/2/2021,Buffalo Sabres,4,New Jersey Devils,1,,,02:30,,2021-02-22,Feb.,22.0,Devils,Sabres,Feb.,23.0,2.0,2.0,2021-02-22,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
23/2/2021,Edmonton Oilers,4,Vancouver Canucks,3,,,02:28,,2021-02-23,,,,,,,,,,,0.0,
23/2/2021,Nashville Predators,2,Detroit Red Wings,0,,,02:29,,2021-02-23,,,,,,,,,,,0.0,
23/2/2021,Chicago Blackhawks,6,Columbus Blue Jackets,5,SO,,02:39,,2021-02-23,,,,,,,,,,,0.0,
23/2/2021,Pittsburgh Penguins,3,Washington Capitals,2,OT,,02:30,,2021-02-23,,,,,,,,,,,0.0,
2/3/2021,New York Islanders,2,New Jersey Devils,1,,1800.0,02:27,,2021-02-23,Feb.,23.0,Devils,Islanders,March,2.0,2.0,3.0,2021-02-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,7.0
23/2/2021,Montreal Canadiens,4,Ottawa Senators,5,SO,,02:44,,2021-02-23,,,,,,,,,,,0.0,
24/2/2021,New York Rangers,3,Philadelphia Flyers,4,,,02:27,,2021-02-24,,,,,,,,,,,0.0,
24/2/2021,Calgary Flames,1,Toronto Maple Leafs,2,OT,,02:24,,2021-02-24,,,,,,,,,,,0.0,
24/2/2021,Carolina Hurricanes,0,Tampa Bay Lightning,3,,500.0,02:18,,2021-02-24,,,,,,,,,,,0.0,
24/2/2021,Los Angeles Kings,2,St. Louis Blues,1,,,02:23,,2021-02-24,,,,,,,,,,,0.0,
24/2/2021,Dallas Stars,3,Florida Panthers,0,,3324.0,02:31,,2021-02-24,,,,,,,,,,,0.0,
24/2/2021,Anaheim Ducks,3,Arizona Coyotes,4,SO,2319.0,02:46,,2021-02-24,,,,,,,,,,,0.0,
25/2/2021,Pittsburgh Penguins,2,Washington Capitals,5,,,02:25,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Montreal Canadiens,3,Winnipeg Jets,6,,,02:22,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Edmonton Oilers,3,Vancouver Canucks,0,,,02:19,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Carolina Hurricanes,1,Tampa Bay Lightning,3,,536.0,02:31,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Calgary Flames,1,Ottawa Senators,6,,,02:19,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Boston Bruins,2,New York Islanders,7,,,02:24,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Dallas Stars,2,Florida Panthers,3,,3844.0,02:28,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Nashville Predators,2,Detroit Red Wings,5,,,02:23,,2021-02-25,,,,,,,,,,,0.0,
25/2/2021,Chicago Blackhawks,2,Columbus Blue Jackets,0,,,02:14,,2021-02-25,,,,,,,,,,,0.0,
26/2/2021,Colorado Avalanche,3,Arizona Coyotes,2,,2495.0,02:28,,2021-02-25,Feb.,25.0,Coyotes,Avalanche,Feb.,26.0,2.0,2.0,2021-02-25,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
27/2/2021,Philadelphia Flyers,3,Buffalo Sabres,0,,,02:23,,2021-02-26,Feb.,26.0,Sabres,Flyers,Feb.,27.0,2.0,2.0,2021-02-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
26/2/2021,Los Angeles Kings,1,Minnesota Wild,3,,,02:22,,2021-02-26,,,,,,,,,,,0.0,
26/2/2021,Boston Bruins,2,New York Rangers,6,,1800.0,02:33,,2021-02-26,,,,,,,,,,,0.0,
27/2/2021,Vegas Golden Knights,3,Anaheim Ducks,2,OT,,02:33,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Colorado Avalanche,6,Arizona Coyotes,2,,3224.0,02:23,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Detroit Red Wings,5,Chicago Blackhawks,3,,,02:17,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Columbus Blue Jackets,1,Nashville Predators,2,,,02:24,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Toronto Maple Leafs,4,Edmonton Oilers,0,,,02:22,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Pittsburgh Penguins,4,New York Islanders,3,OT,,02:30,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Dallas Stars,0,Tampa Bay Lightning,5,,537.0,02:18,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Washington Capitals,5,New Jersey Devils,2,,,02:27,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Carolina Hurricanes,4,Florida Panthers,3,SO,4281.0,02:53,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Calgary Flames,6,Ottawa Senators,3,,,02:32,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,St. Louis Blues,7,San Jose Sharks,6,,,02:34,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Montreal Canadiens,1,Winnipeg Jets,2,OT,,02:27,,2021-02-27,,,,,,,,,,,0.0,
27/2/2021,Los Angeles Kings,3,Minnesota Wild,4,OT,,02:37,,2021-02-27,,,,,,,,,,,0.0,
28/2/2021,Pittsburgh Penguins,0,New York Islanders,2,,,02:22,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-02-28,,,,,,,,,,,0.0,
28/2/2021,Columbus Blue Jackets,1,Nashville Predators,3,,,02:25,,2021-02-28,,,,,,,,,,,0.0,
28/2/2021,Detroit Red Wings,2,Chicago Blackhawks,7,,,02:25,,2021-02-28,,,,,,,,,,,0.0,
28/2/2021,Boston Bruins,4,New York Rangers,1,,1800.0,02:24,,2021-02-28,,,,,,,,,,,0.0,
28/2/2021,Philadelphia Flyers,3,Buffalo Sabres,0,,,02:13,,2021-02-28,,,,,,,,,,,0.0,
28/2/2021,Washington Capitals,3,New Jersey Devils,2,,,02:25,,2021-03-01,March,1.0,Devils,Capitals,Feb.,28.0,3.0,2.0,2021-03-01,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
1/3/2021,Toronto Maple Leafs,3,Edmonton Oilers,0,,,02:23,,2021-03-01,,,,,,,,,,,0.0,
29/4/2021,Dallas Stars,0,Tampa Bay Lightning,3,,4200.0,02:16,,2021-03-01,March,1.0,Lightning,Stars,April,29.0,3.0,4.0,2021-03-01,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,59.0
1/3/2021,Calgary Flames,1,Ottawa Senators,5,,,02:25,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,Colorado Avalanche,2,San Jose Sharks,6,,,02:22,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,Minnesota Wild,4,Vegas Golden Knights,5,OT,2605.0,02:31,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,Vancouver Canucks,4,Winnipeg Jets,0,,,02:20,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,Carolina Hurricanes,3,Florida Panthers,2,OT,3817.0,02:30,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,St. Louis Blues,5,Anaheim Ducks,4,,,02:29,,2021-03-01,,,,,,,,,,,0.0,
2/3/2021,Buffalo Sabres,2,New York Rangers,3,,1800.0,02:18,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Philadelphia Flyers,2,Pittsburgh Penguins,5,,2800.0,02:27,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Vancouver Canucks,2,Winnipeg Jets,5,,,02:17,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Detroit Red Wings,1,Columbus Blue Jackets,4,,1953.0,02:23,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Ottawa Senators,1,Montreal Canadiens,3,,,02:25,,2021-03-02,,,,,,,,,,,0.0,
3/3/2021,Minnesota Wild,1,Vegas Golden Knights,5,,2610.0,02:25,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Colorado Avalanche,4,San Jose Sharks,0,,,02:25,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Toronto Maple Leafs,6,Edmonton Oilers,1,,,02:22,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Washington Capitals,2,Boston Bruins,1,SO,,02:48,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,St. Louis Blues,3,Anaheim Ducks,2,,,02:28,,2021-03-03,,,,,,,,,,,0.0,
16/2/2021,New Jersey Devils,5,New York Rangers,2,,,02:35,,2021-03-04,March,4.0,Rangers,Devils,Feb.,16.0,3.0,2.0,2021-03-04,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-16.0
4/3/2021,Philadelphia Flyers,4,Pittsburgh Penguins,3,,2800.0,02:25,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Detroit Red Wings,2,Carolina Hurricanes,5,,2924.0,02:30,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Ottawa Senators,3,Calgary Flames,7,,,02:27,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Tampa Bay Lightning,3,Chicago Blackhawks,2,OT,,02:30,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Columbus Blue Jackets,3,Dallas Stars,2,,4112.0,02:18,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Winnipeg Jets,4,Montreal Canadiens,3,OT,,02:22,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Florida Panthers,5,Nashville Predators,4,,,02:36,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Toronto Maple Leafs,1,Vancouver Canucks,3,,,02:17,,2021-03-04,,,,,,,,,,,0.0,
5/3/2021,Anaheim Ducks,2,Colorado Avalanche,3,OT,,02:32,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,New York Rangers,6,New Jersey Devils,3,,1800.0,02:23,,2021-03-05,March,5.0,Devils,Rangers,March,6.0,3.0,3.0,2021-03-05,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
5/3/2021,Minnesota Wild,5,Arizona Coyotes,1,,2541.0,02:30,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,Vegas Golden Knights,5,San Jose Sharks,4,OT,,02:32,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,St. Louis Blues,3,Los Angeles Kings,2,OT,,02:22,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,Buffalo Sabres,2,New York Islanders,5,,,02:16,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-05,March,5.0,Islanders,Sabres,March,6.0,3.0,3.0,2021-03-05,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
5/3/2021,Tampa Bay Lightning,3,Chicago Blackhawks,4,SO,,02:37,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,Washington Capitals,1,Boston Bruins,5,,,03:01,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,Florida Panthers,6,Nashville Predators,2,,,02:30,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Anaheim Ducks,5,Colorado Avalanche,4,OT,,02:39,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Columbus Blue Jackets,0,Dallas Stars,5,,4203.0,02:25,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Calgary Flames,2,Edmonton Oilers,3,,,02:24,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Winnipeg Jets,1,Montreal Canadiens,7,,,02:18,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Toronto Maple Leafs,2,Vancouver Canucks,4,,,02:30,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Vegas Golden Knights,4,San Jose Sharks,0,,,02:15,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Minnesota Wild,2,Arizona Coyotes,5,,3141.0,02:33,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,St. Louis Blues,3,Los Angeles Kings,4,OT,,02:24,,2021-03-06,,,,,,,,,,,0.0,
