Date,visitor,G,home,G.1,Unnamed: 5,Att.,LOG,Notes,game_date,original_month,original_day,home_team,visitor_team,game_month,game_day,original_month_number,game_month_number,original_date,source,reschedule,day_difference
3/4/2021,Philadelphia Flyers,2,New York Islanders,3,SO,1400.0,02:41,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-03,,,,,,,,,,,0.0,
3/4/2021,Detroit Red Wings,1,Tampa Bay Lightning,2,,3800.0,02:17,,2021-04-03,,,,,,,,,,,0.0,
4/4/2021,Dallas Stars,0,Carolina Hurricanes,1,,4987.0,02:21,,2021-04-04,,,,,,,,,,,0.0,
4/4/2021,Toronto Maple Leafs,4,Calgary Flames,2,,,02:17,,2021-04-04,,,,,,,,,,,0.0,
4/4/2021,Columbus Blue Jackets,0,Florida Panthers,3,,4069.0,02:20,,2021-04-04,,,,,,,,,,,0.0,
4/4/2021,Detroit Red Wings,5,Tampa Bay Lightning,1,,3800.0,02:20,,2021-04-04,,,,,,,,,,,0.0,
19/4/2021,Chicago Blackhawks,2,Nashville Predators,5,,,02:27,,2021-04-04,April,4.0,Predators,Blackhawks,April,19.0,4.0,4.0,2021-04-04,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,15.0
10/5/2021,Vancouver Canucks,3,Winnipeg Jets,1,,,02:23,,2021-04-04,April,4.0,Jets,Canucks,May,10.0,4.0,5.0,2021-04-04,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,36.0
4/4/2021,Washington Capitals,5,New Jersey Devils,4,,3600.0,02:32,,2021-04-04,,,,,,,,,,,0.0,
4/4/2021,Arizona Coyotes,3,Anaheim Ducks,2,OT,,02:37,,2021-04-04,,,,,,,,,,,0.0,
5/4/2021,Toronto Maple Leafs,5,Calgary Flames,3,,,02:27,,2021-04-05,,,,,,,,,,,0.0,
5/4/2021,Vegas Golden Knights,6,St. Louis Blues,1,,,02:44,,2021-04-05,,,,,,,,,,,0.0,
5/4/2021,Edmonton Oilers,2,Montreal Canadiens,3,OT,,02:29,,2021-04-05,,,,,,,,,,,0.0,
5/4/2021,Colorado Avalanche,5,Minnesota Wild,4,,3000.0,03:00,,2021-04-05,,,,,,,,,,,0.0,
5/4/2021,Arizona Coyotes,5,Los Angeles Kings,2,,,02:35,,2021-04-05,,,,,,,,,,,0.0,
10/4/2021,Boston Bruins,2,Philadelphia Flyers,3,,3025.0,02:29,,2021-04-05,April,5.0,Flyers,Bruins,April,10.0,4.0,4.0,2021-04-05,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,5.0
11/5/2021,Vancouver Canucks,0,Winnipeg Jets,5,,,02:17,,2021-04-06,April,6.0,Jets,Canucks,May,11.0,4.0,5.0,2021-04-06,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,35.0
6/4/2021,Anaheim Ducks,5,San Jose Sharks,1,,,02:24,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Pittsburgh Penguins,4,New York Rangers,8,,1693.0,02:30,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Washington Capitals,0,New York Islanders,1,,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Buffalo Sabres,5,New Jersey Devils,3,,3600.0,02:22,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Nashville Predators,3,Detroit Red Wings,2,SO,,02:32,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Tampa Bay Lightning,2,Columbus Blue Jackets,4,,4080.0,02:30,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Florida Panthers,2,Carolina Hurricanes,5,,4987.0,02:30,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Boston Bruins,4,Philadelphia Flyers,2,,2638.0,02:36,,2021-04-06,,,,,,,,,,,0.0,
6/4/2021,Dallas Stars,2,Chicago Blackhawks,4,,,02:30,,2021-04-06,,,,,,,,,,,0.0,
7/4/2021,Colorado Avalanche,3,Minnesota Wild,8,,3000.0,02:47,,2021-04-07,,,,,,,,,,,0.0,
7/4/2021,Arizona Coyotes,3,Los Angeles Kings,4,,,02:27,,2021-04-07,,,,,,,,,,,0.0,
7/4/2021,Edmonton Oilers,4,Ottawa Senators,2,,,02:20,,2021-04-07,,,,,,,,,,,0.0,
7/4/2021,Vegas Golden Knights,1,St. Louis Blues,3,,,02:29,,2021-04-07,,,,,,,,,,,0.0,
7/4/2021,Montreal Canadiens,2,Toronto Maple Leafs,3,,,02:27,,2021-04-07,,,,,,,,,,,0.0,
8/4/2021,Philadelphia Flyers,2,New York Islanders,3,SO,1400.0,02:43,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-08,,,,,,,,,,,0.0,
8/4/2021,New Jersey Devils,6,Buffalo Sabres,3,,,02:20,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Florida Panthers,0,Carolina Hurricanes,3,,4987.0,02:29,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Dallas Stars,5,Chicago Blackhawks,1,,,02:22,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Nashville Predators,7,Detroit Red Wings,1,,,02:26,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Winnipeg Jets,4,Montreal Canadiens,2,,,02:25,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Boston Bruins,4,Washington Capitals,2,,,02:34,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Tampa Bay Lightning,6,Columbus Blue Jackets,4,,4143.0,02:37,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Pittsburgh Penguins,5,New York Rangers,2,,1800.0,02:25,,2021-04-08,,,,,,,,,,,0.0,
8/4/2021,Edmonton Oilers,3,Ottawa Senators,1,,,02:19,,2021-04-08,,,,,,,,,,,0.0,
9/4/2021,Arizona Coyotes,4,Vegas Golden Knights,7,,3950.0,02:25,,2021-04-09,,,,,,,,,,,0.0,
9/4/2021,Minnesota Wild,1,St. Louis Blues,9,,,02:27,,2021-04-09,,,,,,,,,,,0.0,
9/4/2021,Los Angeles Kings,2,San Jose Sharks,5,,,02:27,,2021-04-09,,,,,,,,,,,0.0,
9/4/2021,New York Rangers,4,New York Islanders,1,,1400.0,02:25,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-09,,,,,,,,,,,0.0,
25/2/2021,New Jersey Devils,4,Buffalo Sabres,3,OT,,02:22,,2021-04-09,April,9.0,Sabres,Devils,Feb.,25.0,4.0,2.0,2021-04-09,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-43.0
9/4/2021,Colorado Avalanche,2,Anaheim Ducks,0,,,02:21,,2021-04-09,,,,,,,,,,,0.0,
10/4/2021,Tampa Bay Lightning,3,Nashville Predators,0,,,02:33,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Florida Panthers,1,Dallas Stars,4,,4165.0,02:27,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Los Angeles Kings,4,San Jose Sharks,2,,,02:22,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Edmonton Oilers,0,Calgary Flames,5,,,02:28,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Ottawa Senators,5,Toronto Maple Leafs,6,,,02:20,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Chicago Blackhawks,4,Columbus Blue Jackets,3,,4502.0,02:53,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Detroit Red Wings,5,Carolina Hurricanes,4,SO,4987.0,02:41,,2021-04-10,,,,,,,,,,,0.0,
10/4/2021,Winnipeg Jets,5,Montreal Canadiens,0,,,02:22,,2021-04-10,,,,,,,,,,,0.0,
11/4/2021,Arizona Coyotes,0,Vegas Golden Knights,1,,3950.0,02:25,,2021-04-11,,,,,,,,,,,0.0,
11/4/2021,Pittsburgh Penguins,5,New Jersey Devils,2,,3600.0,02:29,,2021-04-11,,,,,,,,,,,0.0,
11/4/2021,New York Rangers,2,New York Islanders,3,OT,1400.0,02:42,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-11,,,,,,,,,,,0.0,
11/4/2021,Washington Capitals,8,Boston Bruins,1,,2191.0,02:32,,2021-04-11,,,,,,,,,,,0.0,
11/4/2021,Colorado Avalanche,4,Anaheim Ducks,1,,,02:39,,2021-04-11,,,,,,,,,,,0.0,
10/4/2021,Minnesota Wild,2,St. Louis Blues,3,OT,,02:31,,2021-04-11,April,11.0,Blues,Wild,April,10.0,4.0,4.0,2021-04-11,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
11/4/2021,Buffalo Sabres,5,Philadelphia Flyers,3,,3250.0,02:31,,2021-04-11,,,,,,,,,,,0.0,
12/4/2021,Winnipeg Jets,2,Ottawa Senators,4,,,02:20,,2021-04-12,,,,,,,,,,,0.0,
8/5/2021,Vancouver Canucks,3,Edmonton Oilers,4,,,02:20,,2021-04-12,April,12.0,Oilers,Canucks,May,8.0,4.0,5.0,2021-04-12,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,26.0
12/4/2021,Detroit Red Wings,3,Carolina Hurricanes,1,,4987.0,02:30,,2021-04-12,,,,,,,,,,,0.0,
12/4/2021,Toronto Maple Leafs,2,Montreal Canadiens,4,,,02:21,,2021-04-12,,,,,,,,,,,0.0,
12/4/2021,Chicago Blackhawks,4,Columbus Blue Jackets,3,OT,4093.0,02:31,,2021-04-12,,,,,,,,,,,0.0,
12/4/2021,Anaheim Ducks,4,San Jose Sharks,0,,,02:24,,2021-04-12,,,,,,,,,,,0.0,
12/4/2021,Vegas Golden Knights,4,Los Angeles Kings,2,,,02:20,,2021-04-12,,,,,,,,,,,0.0,
13/4/2021,Tampa Bay Lightning,2,Nashville Predators,7,,,02:25,,2021-04-12,April,12.0,Predators,Lightning,April,13.0,4.0,4.0,2021-04-12,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
13/4/2021,Florida Panthers,3,Dallas Stars,2,OT,4199.0,02:47,,2021-04-13,,,,,,,,,,,0.0,
13/4/2021,New York Rangers,3,New Jersey Devils,0,,3600.0,02:15,,2021-04-13,,,,,,,,,,,0.0,
18/2/2021,Buffalo Sabres,1,Washington Capitals,3,,,02:12,,2021-04-13,April,13.0,Capitals,Sabres,Feb.,18.0,4.0,2.0,2021-04-13,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-54.0
13/4/2021,Calgary Flames,3,Toronto Maple Leafs,2,OT,,02:23,,2021-04-13,,,,,,,,,,,0.0,
6/3/2021,Philadelphia Flyers,3,Pittsburgh Penguins,4,,2800.0,02:30,,2021-04-13,April,13.0,Penguins,Flyers,March,6.0,4.0,3.0,2021-04-13,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-38.0
14/4/2021,Calgary Flames,4,Montreal Canadiens,1,,,02:22,,2021-04-14,,,,,,,,,,,0.0,
14/4/2021,Winnipeg Jets,3,Ottawa Senators,2,,,02:23,,2021-04-14,,,,,,,,,,,0.0,
14/4/2021,Anaheim Ducks,4,San Jose Sharks,1,,,02:31,,2021-04-14,,,,,,,,,,,0.0,
15/4/2021,New York Islanders,1,Boston Bruins,4,,2191.0,02:34,,2021-04-14,April,14.0,Bruins,Islanders,April,15.0,4.0,4.0,2021-04-14,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
14/4/2021,Vegas Golden Knights,6,Los Angeles Kings,2,,,02:24,,2021-04-14,,,,,,,,,,,0.0,
15/4/2021,New Jersey Devils,0,New York Rangers,4,,1688.0,02:16,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Buffalo Sabres,5,Washington Capitals,2,,,02:21,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Winnipeg Jets,5,Toronto Maple Leafs,2,,,02:20,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Florida Panthers,2,Tampa Bay Lightning,3,OT,3800.0,02:25,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Philadelphia Flyers,2,Pittsburgh Penguins,1,SO,4672.0,02:40,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Chicago Blackhawks,1,Detroit Red Wings,4,,,02:14,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Columbus Blue Jackets,1,Dallas Stars,4,,4201.0,02:20,,2021-04-15,,,,,,,,,,,0.0,
15/4/2021,Nashville Predators,1,Carolina Hurricanes,4,,4987.0,02:27,,2021-04-15,,,,,,,,,,,0.0,
16/4/2021,San Jose Sharks,2,Minnesota Wild,3,,3000.0,02:19,,2021-04-16,,,,,,,,,,,0.0,
16/4/2021,Calgary Flames,1,Montreal Canadiens,2,,,02:18,,2021-04-16,,,,,,,,,,,0.0,
12/5/2021,Los Angeles Kings,0,Colorado Avalanche,6,,4042.0,02:28,,2021-04-16,April,16.0,Avalanche,Kings,May,12.0,4.0,5.0,2021-04-16,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,26.0
16/4/2021,New York Islanders,0,Boston Bruins,3,,2191.0,02:26,,2021-04-16,,,,,,,,,,,0.0,
16/4/2021,Vegas Golden Knights,4,Anaheim Ducks,0,,1717.0,02:21,,2021-04-16,,,,,,,,,,,0.0,
17/4/2021,Florida Panthers,5,Tampa Bay Lightning,3,,3800.0,02:23,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Chicago Blackhawks,4,Detroit Red Wings,0,,,02:22,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Nashville Predators,1,Carolina Hurricanes,3,,4987.0,02:28,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Pittsburgh Penguins,3,Buffalo Sabres,2,,,02:17,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,San Jose Sharks,2,Minnesota Wild,5,,3000.0,02:23,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Edmonton Oilers,3,Winnipeg Jets,0,,,02:15,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,St. Louis Blues,2,Arizona Coyotes,3,,3981.0,02:19,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,New Jersey Devils,3,New York Rangers,6,,1800.0,02:24,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Columbus Blue Jackets,1,Dallas Stars,5,,5643.0,02:27,,2021-04-17,,,,,,,,,,,0.0,
17/4/2021,Washington Capitals,6,Philadelphia Flyers,3,,3430.0,02:28,,2021-04-17,,,,,,,,,,,0.0,
13/5/2021,Los Angeles Kings,1,Colorado Avalanche,5,,4045.0,02:25,,2021-04-18,April,18.0,Avalanche,Kings,May,13.0,4.0,5.0,2021-04-18,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,25.0
18/4/2021,Vegas Golden Knights,5,Anaheim Ducks,2,,1717.0,02:25,,2021-04-18,,,,,,,,,,,0.0,
18/4/2021,Toronto Maple Leafs,2,Vancouver Canucks,3,OT,,02:24,,2021-04-18,,,,,,,,,,,0.0,
18/4/2021,New York Islanders,1,Philadelphia Flyers,0,OT,3603.0,02:25,,2021-04-18,,,,,,,,,,,0.0,
18/4/2021,New York Rangers,5,New Jersey Devils,3,,3500.0,02:24,,2021-04-18,,,,,,,,,,,0.0,
18/4/2021,Washington Capitals,3,Boston Bruins,6,,2191.0,02:35,,2021-04-18,,,,,,,,,,,0.0,
19/4/2021,Montreal Canadiens,1,Edmonton Oilers,4,,,02:26,,2021-04-19,,,,,,,,,,,0.0,
19/4/2021,Detroit Red Wings,2,Dallas Stars,3,SO,4812.0,02:32,,2021-04-19,,,,,,,,,,,0.0,
19/4/2021,San Jose Sharks,2,Vegas Golden Knights,3,SO,3950.0,02:43,,2021-04-19,,,,,,,,,,,0.0,
19/4/2021,Ottawa Senators,4,Calgary Flames,2,,,02:22,,2021-04-19,,,,,,,,,,,0.0,
19/4/2021,Minnesota Wild,5,Arizona Coyotes,2,,3481.0,02:24,,2021-04-19,,,,,,,,,,,0.0,
18/4/2021,Pittsburgh Penguins,2,Buffalo Sabres,4,,,02:25,,2021-04-19,April,19.0,Sabres,Penguins,April,18.0,4.0,4.0,2021-04-19,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
19/4/2021,Columbus Blue Jackets,2,Florida Panthers,4,,4041.0,02:30,,2021-04-19,,,,,,,,,,,0.0,
19/4/2021,Carolina Hurricanes,2,Tampa Bay Lightning,3,OT,3800.0,02:36,,2021-04-19,,,,,,,,,,,0.0,
2/4/2021,St. Louis Blues,2,Colorado Avalanche,3,,4039.0,02:28,,2021-04-20,April,20.0,Avalanche,Blues,April,2.0,4.0,4.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-18.0
9/5/2021,Ottawa Senators,1,Calgary Flames,6,,,02:23,,2021-04-20,April,20.0,Flames,Senators,May,9.0,4.0,5.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,19.0
20/4/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1431.0,02:26,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Toronto Maple Leafs,3,Vancouver Canucks,6,,,02:25,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Carolina Hurricanes,4,Tampa Bay Lightning,1,,3800.0,02:28,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,New York Rangers,1,New York Islanders,6,,1400.0,02:11,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Columbus Blue Jackets,1,Florida Panthers,5,,4132.0,02:27,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Detroit Red Wings,2,Dallas Stars,5,,5148.0,02:25,,2021-04-20,,,,,,,,,,,0.0,
26/4/2021,Colorado Avalanche,1,St. Louis Blues,4,,,02:23,,2021-04-20,April,20.0,Blues,Avalanche,April,26.0,4.0,4.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,6.0
21/4/2021,Montreal Canadiens,4,Edmonton Oilers,3,,,02:25,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,Nashville Predators,4,Chicago Blackhawks,5,OT,,02:26,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,Minnesota Wild,4,Arizona Coyotes,1,,3736.0,02:23,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,San Jose Sharks,2,Vegas Golden Knights,5,,3950.0,02:26,,2021-04-21,,,,,,,,,,,0.0,
22/4/2021,Columbus Blue Jackets,1,Tampa Bay Lightning,3,,4200.0,02:23,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Boston Bruins,5,Buffalo Sabres,1,,,02:24,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Dallas Stars,3,Detroit Red Wings,7,,,02:29,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Carolina Hurricanes,4,Florida Panthers,2,,4683.0,02:39,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Washington Capitals,1,New York Islanders,0,SO,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-22,,,,,,,,,,,0.0,
22/4/2021,New Jersey Devils,1,Pittsburgh Penguins,5,,4672.0,02:15,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Colorado Avalanche,4,St. Louis Blues,2,,,02:26,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Ottawa Senators,3,Vancouver Canucks,0,,,02:25,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Toronto Maple Leafs,5,Winnipeg Jets,3,,,02:19,,2021-04-22,,,,,,,,,,,0.0,
23/4/2021,Montreal Canadiens,2,Calgary Flames,4,,,02:28,,2021-04-23,,,,,,,,,,,0.0,
22/2/2021,Minnesota Wild,6,San Jose Sharks,2,,,02:29,,2021-04-23,April,23.0,Sharks,Wild,Feb.,22.0,4.0,2.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-60.0
23/4/2021,Boston Bruins,4,Buffalo Sabres,6,,,02:31,,2021-04-23,,,,,,,,,,,0.0,
3/3/2021,Arizona Coyotes,3,Los Angeles Kings,2,,,02:20,,2021-04-23,April,23.0,Kings,Coyotes,March,3.0,4.0,3.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-51.0
24/4/2021,Vegas Golden Knights,5,Anaheim Ducks,1,,1717.0,02:25,,2021-04-23,April,23.0,Ducks,Golden Knights,April,24.0,4.0,4.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
23/4/2021,Nashville Predators,3,Chicago Blackhawks,1,,,02:21,,2021-04-23,,,,,,,,,,,0.0,
23/4/2021,Philadelphia Flyers,1,New York Rangers,4,,1800.0,02:22,,2021-04-23,,,,,,,,,,,0.0,
24/4/2021,Colorado Avalanche,3,St. Louis Blues,5,,,02:32,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Montreal Canadiens,2,Calgary Flames,5,,,02:31,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Minnesota Wild,6,San Jose Sharks,3,,,02:20,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Washington Capitals,6,New York Islanders,3,,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Arizona Coyotes,4,Los Angeles Kings,0,,1497.0,02:25,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Carolina Hurricanes,3,Florida Panthers,4,OT,4838.0,02:31,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,New Jersey Devils,2,Pittsburgh Penguins,4,,4672.0,02:24,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Dallas Stars,2,Detroit Red Wings,1,OT,,02:24,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Toronto Maple Leafs,4,Winnipeg Jets,1,,,02:22,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Ottawa Senators,2,Vancouver Canucks,4,,,02:27,,2021-04-24,,,,,,,,,,,0.0,
22/3/2021,New York Islanders,2,Philadelphia Flyers,1,OT,2820.0,02:23,,2021-04-25,April,25.0,Flyers,Islanders,March,22.0,4.0,3.0,2021-04-25,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-34.0
25/4/2021,Columbus Blue Jackets,3,Tampa Bay Lightning,4,OT,4200.0,02:26,,2021-04-25,,,,,,,,,,,0.0,
25/4/2021,Boston Bruins,0,Pittsburgh Penguins,1,,4672.0,02:26,,2021-04-25,,,,,,,,,,,0.0,
25/4/2021,Buffalo Sabres,3,New York Rangers,6,,1800.0,02:20,,2021-04-25,,,,,,,,,,,0.0,
26/4/2021,Vancouver Canucks,1,Ottawa Senators,2,,,02:17,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1373.0,02:18,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Edmonton Oilers,6,Winnipeg Jets,1,,,02:11,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Carolina Hurricanes,3,Dallas Stars,4,OT,5364.0,02:34,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Montreal Canadiens,2,Calgary Flames,1,,,02:21,,2021-04-26,,,,,,,,,,,0.0,
10/5/2021,Colorado Avalanche,2,Vegas Golden Knights,1,,7567.0,02:21,,2021-04-26,April,26.0,Golden Knights,Avalanche,May,10.0,4.0,5.0,2021-04-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,14.0
29/4/2021,St. Louis Blues,5,Minnesota Wild,4,OT,3000.0,02:33,,2021-04-26,April,26.0,Wild,Blues,April,29.0,4.0,4.0,2021-04-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,3.0
26/4/2021,Florida Panthers,1,Nashville Predators,4,,,02:26,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Arizona Coyotes,4,San Jose Sharks,6,,520.0,02:25,,2021-04-26,,,,,,,,,,,0.0,
27/4/2021,Buffalo Sabres,1,New York Rangers,3,,1796.0,02:22,,2021-04-27,,,,,,,,,,,0.0,
7/3/2021,Washington Capitals,3,Philadelphia Flyers,1,,3023.0,02:23,,2021-04-27,April,27.0,Flyers,Capitals,March,7.0,4.0,3.0,2021-04-27,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-51.0
27/4/2021,Boston Bruins,3,Pittsburgh Penguins,1,,4672.0,02:26,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Florida Panthers,7,Nashville Predators,4,,,02:30,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Carolina Hurricanes,5,Dallas Stars,1,,6014.0,02:22,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Tampa Bay Lightning,7,Chicago Blackhawks,4,,,02:27,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Detroit Red Wings,0,Columbus Blue Jackets,1,SO,4316.0,02:29,,2021-04-27,,,,,,,,,,,0.0,
14/3/2021,New York Islanders,3,New Jersey Devils,2,SO,1800.0,02:48,,2021-04-27,April,27.0,Devils,Islanders,March,14.0,4.0,3.0,2021-04-27,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-44.0
28/4/2021,Arizona Coyotes,2,San Jose Sharks,4,,1037.0,02:26,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Colorado Avalanche,2,Vegas Golden Knights,5,,3950.0,02:26,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Edmonton Oilers,3,Winnipeg Jets,1,,,02:24,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Toronto Maple Leafs,4,Montreal Canadiens,1,,,02:20,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,St. Louis Blues,4,Minnesota Wild,3,,3000.0,02:25,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Anaheim Ducks,3,Los Angeles Kings,2,,1763.0,02:19,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Vancouver Canucks,3,Ottawa Senators,6,,,02:23,,2021-04-28,,,,,,,,,,,0.0,
11/4/2021,Dallas Stars,2,Nashville Predators,3,SO,,02:32,,2021-04-29,April,29.0,Predators,Stars,April,11.0,4.0,4.0,2021-04-29,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-18.0
29/4/2021,Philadelphia Flyers,3,New Jersey Devils,5,,3600.0,02:29,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Buffalo Sabres,2,Boston Bruins,5,,2191.0,02:31,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Detroit Red Wings,1,Carolina Hurricanes,3,,4987.0,02:24,,2021-04-29,,,,,,,,,,,0.0,
