game_week_day,final_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,game_date,reschedule_type,reschedule,day_difference,original_date,final_day_difference,Schedule Type,Schedule Owner,League,aux_date,NewReschedule
Wed,2021-03-10,2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912,2020/2021,Mar,10,3,2021-03-10,,0.0,0.0,2021-03-10,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-10,
Fri,2021-03-12,2021,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,,2160,2020/2021,Mar,12,3,2021-03-12,,0.0,0.0,2021-03-12,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-12,
Sun,2021-03-14,2021,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,,0,2020/2021,Mar,14,3,2021-03-14,,0.0,0.0,2021-03-14,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-14,
Mon,2021-03-15,2021,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,,3188,2020/2021,Mar,15,3,2021-05-28,,1.0,74.0,2021-03-15,62.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-16,1.0
Wed,2021-03-17,2021,9:00p,Miami Heat,85,Memphis Grizzlies,89,,2217,2020/2021,Mar,17,3,2021-03-17,,0.0,0.0,2021-03-17,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-17,
Fri,2021-03-19,2021,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,,2716,2020/2021,Mar,19,3,2021-03-19,,0.0,0.0,2021-03-19,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-19,
Sat,2021-03-20,2021,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,,0,2020/2021,Mar,20,3,2021-03-20,,0.0,0.0,2021-03-20,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-20,
Mon,2021-03-22,2021,9:00p,Boston Celtics,126,Memphis Grizzlies,132,OT,2319,2020/2021,Mar,22,3,2021-03-22,,0.0,0.0,2021-03-22,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-22,
Wed,2021-03-24,2021,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,,0,2020/2021,Mar,24,3,2021-03-24,,0.0,0.0,2021-03-24,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-24,
Fri,2021-03-26,2021,9:00p,Memphis Grizzlies,114,Utah Jazz,117,,5546,2020/2021,Mar,26,3,2021-03-26,,0.0,0.0,2021-03-26,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-26,
Sat,2021-03-27,2021,9:00p,Memphis Grizzlies,110,Utah Jazz,126,,5546,2020/2021,Mar,27,3,2021-03-27,,0.0,0.0,2021-03-27,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-27,
Mon,2021-03-29,2021,8:00p,Memphis Grizzlies,120,Houston Rockets,110,,3319,2020/2021,Mar,29,3,2021-03-29,,0.0,0.0,2021-03-29,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-29,
Wed,2021-03-31,2021,8:00p,Utah Jazz,111,Memphis Grizzlies,107,,2314,2020/2021,Mar,31,3,2021-03-31,,0.0,0.0,2021-03-31,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-03-31,
Fri,2021-04-02,2021,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,,2987,2020/2021,Apr,2,4,2021-04-02,,0.0,0.0,2021-04-02,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-02,
Sun,2021-04-04,2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,,4094,2020/2021,Apr,4,4,2021-04-04,,0.0,0.0,2021-04-04,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-04,
Tue,2021-04-06,2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,,0,2020/2021,Apr,6,4,2021-04-06,,0.0,0.0,2021-04-06,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-06,
Wed,2021-04-07,2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,,2774,2020/2021,Apr,7,4,2021-04-07,,0.0,0.0,2021-04-07,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-07,
Fri,2021-04-09,2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,OT,1912,2020/2021,Apr,9,4,2021-04-09,,0.0,0.0,2021-04-09,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-09,
Sun,2021-04-11,2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,,2341,2020/2021,Apr,11,4,2021-04-11,,0.0,0.0,2021-04-11,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-11,
Mon,2021-04-12,2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,,2194,2020/2021,Apr,12,4,2021-04-12,covid,1.0,75.0,2021-01-27,75.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-12,
Wed,2021-04-14,2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,,2141,2020/2021,Apr,14,4,2021-04-14,,0.0,0.0,2021-04-14,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-14,
Fri,2021-04-16,2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,,0,2020/2021,Apr,16,4,2021-04-16,,0.0,0.0,2021-04-16,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-16,
Sat,2021-04-17,2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,,3280,2020/2021,Apr,17,4,2021-04-17,,0.0,0.0,2021-04-17,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-17,
Mon,2021-04-19,2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,2OT,4005,2020/2021,Apr,19,4,2021-04-19,,0.0,0.0,2021-04-19,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-19,
Wed,2021-04-21,2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,,1782,2020/2021,Apr,21,4,2021-04-21,,0.0,0.0,2021-04-21,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-21,
Fri,2021-04-23,2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,,0,2020/2021,Apr,23,4,2021-05-26,covid,1.0,126.0,2021-01-20,93.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-23,
Sun,2021-04-25,2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,,0,2020/2021,Apr,25,4,2021-04-24,covid,1.0,92.0,2021-01-22,93.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-25,
Mon,2021-04-26,2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,,3823,2020/2021,Apr,26,4,2021-04-26,,0.0,0.0,2021-04-26,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-26,
Wed,2021-04-28,2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,,3427,2020/2021,Apr,28,4,2021-04-28,,0.0,0.0,2021-04-28,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-28,
Fri,2021-04-30,2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,,2850,2020/2021,Apr,30,4,2021-04-30,,0.0,0.0,2021-04-30,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-04-30,
Sat,2021-05-01,2021,8:00p,Memphis Grizzlies,111,Orlando Magic,112,,3924,2020/2021,May,1,5,2021-05-01,,0.0,0.0,2021-05-01,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-01,
Mon,2021-05-03,2021,9:00p,New York Knicks,118,Memphis Grizzlies,104,,2789,2020/2021,May,3,5,2021-05-03,,0.0,0.0,2021-05-03,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-03,
Wed,2021-05-05,2021,8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,,1436,2020/2021,May,5,5,2021-05-04,covid,1.0,109.0,2021-01-15,110.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-05,
Thu,2021-05-06,2021,8:00p,Memphis Grizzlies,97,Detroit Pistons,111,,750,2020/2021,May,6,5,2021-05-06,,0.0,0.0,2021-05-06,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-06,
Sat,2021-05-08,2021,7:30p,Memphis Grizzlies,109,Toronto Raptors,99,,0,2020/2021,May,8,5,2021-05-08,,0.0,0.0,2021-05-08,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-08,
Mon,2021-05-10,2021,8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,,2507,2020/2021,May,10,5,2021-05-10,,0.0,0.0,2021-05-10,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-10,
Tue,2021-05-11,2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,,2684,2020/2021,May,11,5,2021-05-11,,0.0,0.0,2021-05-11,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-11,
Thu,2021-05-13,2021,8:00p,Sacramento Kings,110,Memphis Grizzlies,116,,2876,2020/2021,May,13,5,2021-05-13,covid,1.0,109.0,2021-01-24,109.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-13,
Fri,2021-05-14,2021,9:00p,Sacramento Kings,106,Memphis Grizzlies,107,,3502,2020/2021,May,14,5,2021-05-25,covid,1.0,120.0,2021-01-25,109.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-14,
Sun,2021-05-16,2021,3:30p,Memphis Grizzlies,101,Golden State Warriors,113,,4416,2020/2021,May,16,5,2021-05-16,,0.0,0.0,2021-05-16,0.0,min_diff - low - 15_more_games - monthly,Us,NBA,2021-05-16,
Wed,,2020,8:00p,San Antonio Spurs,131,Memphis Grizzlies,119,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,,2020-12-23,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2020,5:00p,Atlanta Hawks,122,Memphis Grizzlies,112,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2020,7:30p,Memphis Grizzlies,116,Brooklyn Nets,111,OT,0,2020/2021,Dec,28,12,2020-12-28,,0.0,,2020-12-28,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2020,7:30p,Memphis Grizzlies,107,Boston Celtics,126,,0,2020/2021,Dec,30,12,2020-12-30,,0.0,,2020-12-30,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,7:00p,Memphis Grizzlies,108,Charlotte Hornets,93,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,,0,2020/2021,Jan,5,1,2021-01-05,,0.0,,2021-01-05,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,,0,2020/2021,Jan,7,1,2021-01-07,,0.0,,2021-01-07,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,,1944,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,,0,2020/2021,Jan,13,1,2021-01-13,,0.0,,2021-01-13,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,,206,2020/2021,Jan,16,1,2021-01-16,,0.0,,2021-01-16,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,5:00p,Phoenix Suns,104,Memphis Grizzlies,108,,204,2020/2021,Jan,18,1,2021-01-18,,0.0,,2021-01-18,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,,0,2020/2021,Jan,30,1,2021-01-30,,0.0,,2021-01-30,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,,0,2020/2021,Feb,1,2,2021-02-01,,0.0,,2021-02-01,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Memphis Grizzlies,116,Indiana Pacers,134,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,9:00p,Houston Rockets,115,Memphis Grizzlies,103,,1762,2020/2021,Feb,4,2,2021-02-04,,0.0,,2021-02-04,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,,1440,2020/2021,Feb,6,2,2021-02-06,,0.0,,2021-02-06,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,8:00p,Toronto Raptors,128,Memphis Grizzlies,113,,1844,2020/2021,Feb,8,2,2021-02-08,,0.0,,2021-02-08,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,,1830,2020/2021,Feb,10,2,2021-02-10,,0.0,,2021-02-10,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,,0,2020/2021,Feb,12,2,2021-02-12,,0.0,,2021-02-12,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,10:00p,Memphis Grizzlies,124,Sacramento Kings,110,,0,2020/2021,Feb,14,2,2021-02-14,,0.0,,2021-02-14,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,,1982,2020/2021,Feb,16,2,2021-02-16,,0.0,,2021-02-16,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,,0,2020/2021,Feb,17,2,2021-02-17,,0.0,,2021-02-17,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,,1795,2020/2021,Feb,19,2,2021-02-19,,0.0,,2021-02-19,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,,1994,2020/2021,Feb,20,2,2021-02-20,,0.0,,2021-02-20,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,,2099,2020/2021,Feb,22,2,2021-02-22,,0.0,,2021-02-22,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,,1896,2020/2021,Feb,25,2,2021-02-25,,0.0,,2021-02-25,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,,2039,2020/2021,Feb,26,2,2021-02-26,,0.0,,2021-02-26,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,8:00p,Memphis Grizzlies,133,Houston Rockets,84,,3284,2020/2021,Feb,28,2,2021-02-28,,0.0,,2021-02-28,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,,0,2020/2021,Mar,2,3,2021-03-02,,0.0,,2021-03-02,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,,1961,2020/2021,Mar,4,3,2021-03-04,,0.0,,2021-03-04,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912,2020/2021,Mar,10,3,2021-03-10,,0.0,,2021-03-10,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,,2160,2020/2021,Mar,12,3,2021-03-12,,0.0,,2021-03-12,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,,0,2020/2021,Mar,14,3,2021-03-14,,0.0,,2021-03-14,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,,3188,2020/2021,Mar,15,3,2021-03-15,,0.0,,2021-03-15,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,9:00p,Miami Heat,85,Memphis Grizzlies,89,,2217,2020/2021,Mar,17,3,2021-03-17,,0.0,,2021-03-17,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,,2716,2020/2021,Mar,19,3,2021-03-19,,0.0,,2021-03-19,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,,0,2020/2021,Mar,20,3,2021-03-20,,0.0,,2021-03-20,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,9:00p,Boston Celtics,126,Memphis Grizzlies,132,OT,2319,2020/2021,Mar,22,3,2021-03-22,,0.0,,2021-03-22,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,,0,2020/2021,Mar,24,3,2021-03-24,,0.0,,2021-03-24,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,9:00p,Memphis Grizzlies,114,Utah Jazz,117,,5546,2020/2021,Mar,26,3,2021-03-26,,0.0,,2021-03-26,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,9:00p,Memphis Grizzlies,110,Utah Jazz,126,,5546,2020/2021,Mar,27,3,2021-03-27,,0.0,,2021-03-27,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,8:00p,Memphis Grizzlies,120,Houston Rockets,110,,3319,2020/2021,Mar,29,3,2021-03-29,,0.0,,2021-03-29,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Utah Jazz,111,Memphis Grizzlies,107,,2314,2020/2021,Mar,31,3,2021-03-31,,0.0,,2021-03-31,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,,2987,2020/2021,Apr,2,4,2021-04-02,,0.0,,2021-04-02,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,,4094,2020/2021,Apr,4,4,2021-04-04,,0.0,,2021-04-04,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,,0,2020/2021,Apr,6,4,2021-04-06,,0.0,,2021-04-06,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,,2774,2020/2021,Apr,7,4,2021-04-07,,0.0,,2021-04-07,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,OT,1912,2020/2021,Apr,9,4,2021-04-09,,0.0,,2021-04-09,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,,2341,2020/2021,Apr,11,4,2021-04-11,,0.0,,2021-04-11,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,,2194,2020/2021,Apr,12,4,2021-04-12,covid,1.0,75.0,2021-01-27,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,,2141,2020/2021,Apr,14,4,2021-04-14,,0.0,,2021-04-14,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,,0,2020/2021,Apr,16,4,2021-04-16,,0.0,,2021-04-16,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,,3280,2020/2021,Apr,17,4,2021-04-17,,0.0,,2021-04-17,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,2OT,4005,2020/2021,Apr,19,4,2021-04-19,,0.0,,2021-04-19,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,,1782,2020/2021,Apr,21,4,2021-04-21,,0.0,,2021-04-21,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,,0,2020/2021,Apr,23,4,2021-04-23,covid,1.0,93.0,2021-01-20,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,,0,2020/2021,Apr,25,4,2021-04-25,covid,1.0,93.0,2021-01-22,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,,3823,2020/2021,Apr,26,4,2021-04-26,,0.0,,2021-04-26,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,,3427,2020/2021,Apr,28,4,2021-04-28,,0.0,,2021-04-28,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,,2850,2020/2021,Apr,30,4,2021-04-30,,0.0,,2021-04-30,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,8:00p,Memphis Grizzlies,111,Orlando Magic,112,,3924,2020/2021,May,1,5,2021-05-01,,0.0,,2021-05-01,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,9:00p,New York Knicks,118,Memphis Grizzlies,104,,2789,2020/2021,May,3,5,2021-05-03,,0.0,,2021-05-03,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,,1436,2020/2021,May,5,5,2021-05-05,covid,1.0,110.0,2021-01-15,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,8:00p,Memphis Grizzlies,97,Detroit Pistons,111,,750,2020/2021,May,6,5,2021-05-06,,0.0,,2021-05-06,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sat,,2021,7:30p,Memphis Grizzlies,109,Toronto Raptors,99,,0,2020/2021,May,8,5,2021-05-08,,0.0,,2021-05-08,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Mon,,2021,8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,,2507,2020/2021,May,10,5,2021-05-10,,0.0,,2021-05-10,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,,2684,2020/2021,May,11,5,2021-05-11,,0.0,,2021-05-11,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Thu,,2021,8:00p,Sacramento Kings,110,Memphis Grizzlies,116,,2876,2020/2021,May,13,5,2021-05-13,covid,1.0,109.0,2021-01-24,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Fri,,2021,9:00p,Sacramento Kings,106,Memphis Grizzlies,107,,3502,2020/2021,May,14,5,2021-05-14,covid,1.0,109.0,2021-01-25,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Sun,,2021,3:30p,Memphis Grizzlies,101,Golden State Warriors,113,,4416,2020/2021,May,16,5,2021-05-16,,0.0,,2021-05-16,,min_diff - low - 15_more_games - monthly,NBAs,NBA,,
Wed,2020-12-23,2020,7:00p,Washington Wizards,107,Philadelphia 76ers,113,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,0.0,2020-12-23,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2020-12-23,
Sat,2020-12-26,2020,7:00p,Orlando Magic,130,Washington Wizards,120,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,0.0,2020-12-26,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2020-12-26,
Sun,2020-12-27,2020,7:00p,Orlando Magic,120,Washington Wizards,113,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,0.0,2020-12-27,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2020-12-27,
Tue,2020-12-29,2020,7:00p,Chicago Bulls,115,Washington Wizards,107,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,0.0,2020-12-29,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2020-12-29,
Thu,2020-12-31,2020,5:00p,Chicago Bulls,133,Washington Wizards,130,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,0.0,2020-12-31,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2020-12-31,
Fri,2021-01-01,2021,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,0.0,2021-01-01,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-01,
Sun,2021-01-03,2021,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,0.0,2021-01-03,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-03,
Wed,2021-01-06,2021,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,0.0,2021-01-06,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-06,
Fri,2021-01-08,2021,7:30p,Washington Wizards,107,Boston Celtics,116,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,0.0,2021-01-08,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-08,
Sat,2021-01-09,2021,7:00p,Miami Heat,128,Washington Wizards,124,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,0.0,2021-01-09,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-09,
Mon,2021-01-11,2021,7:00p,Phoenix Suns,107,Washington Wizards,128,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,0.0,2021-01-11,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-11,
Sun,2021-01-24,2021,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,0.0,2021-01-24,0.0,min_diff - low - 15_more_games - post_all_star,Us,NBA,2021-01-24,
