game_week_day,final_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,game_date,reschedule_type,reschedule,day_difference,original_date,final_day_difference,Schedule Type,Schedule Owner,League,aux_date,NewReschedule
Wed,2020-12-23,2020,7:00p,Washington Wizards,107,Philadelphia 76ers,113,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,0.0,2020-12-23,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2020-12-26,2020,7:00p,Orlando Magic,130,Washington Wizards,120,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,0.0,2020-12-26,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2020-12-27,2020,7:00p,Orlando Magic,120,Washington Wizards,113,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,0.0,2020-12-27,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2020-12-29,2020,7:00p,Chicago Bulls,115,Washington Wizards,107,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,0.0,2020-12-29,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2020-12-31,2020,5:00p,Chicago Bulls,133,Washington Wizards,130,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,0.0,2020-12-31,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-01-01,2021,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,0.0,2021-01-01,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-01-03,2021,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,0.0,2021-01-03,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-01-06,2021,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,0.0,2021-01-06,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-01-08,2021,7:30p,Washington Wizards,107,Boston Celtics,116,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,0.0,2021-01-08,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-01-09,2021,7:00p,Miami Heat,128,Washington Wizards,124,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,0.0,2021-01-09,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-01-11,2021,7:00p,Phoenix Suns,107,Washington Wizards,128,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,0.0,2021-01-11,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-01-24,2021,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,0.0,2021-01-24,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-01-26,2021,8:00p,Washington Wizards,88,Houston Rockets,107,,2996,2020/2021,Jan,26,1,2021-01-26,,0.0,0.0,2021-01-26,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-01-27,2021,9:00p,Washington Wizards,106,New Orleans Pelicans,124,,750,2020/2021,Jan,27,1,2021-01-27,,0.0,0.0,2021-01-27,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-01-29,2021,7:00p,Atlanta Hawks,116,Washington Wizards,100,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,0.0,2021-01-29,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-01-31,2021,7:00p,Brooklyn Nets,146,Washington Wizards,149,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,0.0,2021-01-31,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-02-02,2021,8:00p,Portland Trail Blazers,132,Washington Wizards,121,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,0.0,2021-02-02,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-02-03,2021,8:00p,Washington Wizards,103,Miami Heat,100,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,0.0,2021-02-03,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-02-05,2021,8:00p,Washington Wizards,95,Miami Heat,122,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,0.0,2021-02-05,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-02-07,2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,,0,2020/2021,Feb,7,2,2021-05-22,covid,1.0,122.0,2021-01-20,18.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-02-08,2021,8:00p,Washington Wizards,105,Chicago Bulls,101,,0,2020/2021,Feb,8,2,2021-02-08,,0.0,0.0,2021-02-08,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-02-10,2021,7:00p,Toronto Raptors,137,Washington Wizards,115,,0,2020/2021,Feb,10,2,2021-02-10,,0.0,0.0,2021-02-10,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-02-12,2021,7:00p,New York Knicks,109,Washington Wizards,91,,0,2020/2021,Feb,12,2,2021-02-12,,0.0,0.0,2021-02-12,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-02-14,2021,1:00p,Boston Celtics,91,Washington Wizards,104,,0,2020/2021,Feb,14,2,2021-02-14,,0.0,0.0,2021-02-14,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-02-15,2021,7:00p,Houston Rockets,119,Washington Wizards,131,,0,2020/2021,Feb,15,2,2021-02-15,,0.0,0.0,2021-02-15,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-02-17,2021,8:00p,Denver Nuggets,128,Washington Wizards,130,,0,2020/2021,Feb,17,2,2021-02-17,,0.0,0.0,2021-02-17,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-02-20,2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,,0,2020/2021,Feb,20,2,2021-02-20,,0.0,0.0,2021-02-20,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-02-22,2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,OT,0,2020/2021,Feb,22,2,2021-02-22,,0.0,0.0,2021-02-22,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-02-23,2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,,0,2020/2021,Feb,23,2,2021-02-23,,0.0,0.0,2021-02-23,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-02-25,2021,9:00p,Washington Wizards,112,Denver Nuggets,110,,0,2020/2021,Feb,25,2,2021-02-25,,0.0,0.0,2021-02-25,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-02-27,2021,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,,0,2020/2021,Feb,27,2,2021-02-27,,0.0,0.0,2021-02-27,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-02-28,2021,7:00p,Washington Wizards,110,Boston Celtics,111,,0,2020/2021,Feb,28,2,2021-02-28,,0.0,0.0,2021-02-28,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-03-02,2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,,0,2020/2021,Mar,2,3,2021-03-02,,0.0,0.0,2021-03-02,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-03-04,2021,7:00p,Los Angeles Clippers,117,Washington Wizards,119,,0,2020/2021,Mar,4,3,2021-03-04,,0.0,0.0,2021-03-04,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-03-10,2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912,2020/2021,Mar,10,3,2021-03-10,,0.0,0.0,2021-03-10,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-03-12,2021,8:00p,Philadelphia 76ers,127,Washington Wizards,101,,0,2020/2021,Mar,12,3,2021-03-12,,0.0,0.0,2021-03-12,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-03-13,2021,7:00p,Milwaukee Bucks,125,Washington Wizards,119,,0,2020/2021,Mar,13,3,2021-03-13,,0.0,0.0,2021-03-13,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-03-15,2021,7:00p,Milwaukee Bucks,133,Washington Wizards,122,,0,2020/2021,Mar,15,3,2021-03-15,,0.0,0.0,2021-03-15,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-03-17,2021,7:00p,Sacramento Kings,121,Washington Wizards,119,,0,2020/2021,Mar,17,3,2021-03-17,,0.0,0.0,2021-03-17,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-03-18,2021,7:00p,Utah Jazz,122,Washington Wizards,131,,0,2020/2021,Mar,18,3,2021-03-20,covid,1.0,66.0,2021-01-13,64.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-03-21,2021,7:00p,Washington Wizards,106,Brooklyn Nets,113,,1773,2020/2021,Mar,21,3,2021-03-21,,0.0,0.0,2021-03-21,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-03-23,2021,7:30p,Washington Wizards,113,New York Knicks,131,,1589,2020/2021,Mar,23,3,2021-03-23,,0.0,0.0,2021-03-23,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-03-25,2021,7:30p,Washington Wizards,102,New York Knicks,106,,1817,2020/2021,Mar,25,3,2021-03-25,,0.0,0.0,2021-03-25,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-03-27,2021,8:00p,Detroit Pistons,92,Washington Wizards,106,,0,2020/2021,Mar,27,3,2021-03-27,,0.0,0.0,2021-03-27,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-03-29,2021,7:00p,Indiana Pacers,124,Washington Wizards,132,,0,2020/2021,Mar,29,3,2021-03-29,,0.0,0.0,2021-03-29,0.0,basic - low - basic - monthly,Us,NBA,,
Tue,2021-03-30,2021,7:00p,Charlotte Hornets,114,Washington Wizards,104,,0,2020/2021,Mar,30,3,2021-03-30,,0.0,0.0,2021-03-30,0.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-04-01,2021,7:00p,Washington Wizards,91,Detroit Pistons,120,,750,2020/2021,Apr,1,4,2021-04-01,covid,1.0,76.0,2021-01-15,76.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-04-03,2021,7:00p,Dallas Mavericks,109,Washington Wizards,87,,0,2020/2021,Apr,3,4,2021-04-03,,0.0,0.0,2021-04-03,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-04-05,2021,7:00p,Washington Wizards,101,Toronto Raptors,103,,1620,2020/2021,Apr,5,4,2021-04-05,,0.0,0.0,2021-04-05,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-04-07,2021,7:00p,Washington Wizards,131,Orlando Magic,116,,3991,2020/2021,Apr,7,4,2021-04-07,,0.0,0.0,2021-04-07,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-04-09,2021,10:00p,Washington Wizards,110,Golden State Warriors,107,,0,2020/2021,Apr,9,4,2021-04-09,,0.0,0.0,2021-04-09,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-04-10,2021,10:00p,Washington Wizards,106,Phoenix Suns,134,,5028,2020/2021,Apr,10,4,2021-04-10,,0.0,0.0,2021-04-10,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-04-12,2021,9:00p,Washington Wizards,125,Utah Jazz,121,,5546,2020/2021,Apr,12,4,2021-04-12,,0.0,0.0,2021-04-12,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-04-14,2021,10:00p,Washington Wizards,123,Sacramento Kings,111,,0,2020/2021,Apr,14,4,2021-04-14,,0.0,0.0,2021-04-14,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-04-16,2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,OT,0,2020/2021,Apr,16,4,2021-04-16,,0.0,0.0,2021-04-16,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-04-17,2021,8:00p,Detroit Pistons,100,Washington Wizards,121,,0,2020/2021,Apr,17,4,2021-04-17,,0.0,0.0,2021-04-17,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-04-19,2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,,0,2020/2021,Apr,19,4,2021-04-19,,0.0,0.0,2021-04-19,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-04-21,2021,7:00p,Golden State Warriors,114,Washington Wizards,118,,2133,2020/2021,Apr,21,4,2021-04-21,,0.0,0.0,2021-04-21,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-04-23,2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,,0,2020/2021,Apr,23,4,2021-04-23,,0.0,0.0,2021-04-23,0.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-04-25,2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,,2133,2020/2021,Apr,25,4,2021-05-24,covid,1.0,127.0,2021-01-17,98.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-04-26,2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,OT,2133,2020/2021,Apr,26,4,2021-04-26,,0.0,0.0,2021-04-26,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-04-28,2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,,2133,2020/2021,Apr,28,4,2021-04-28,,0.0,0.0,2021-04-28,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-04-30,2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,,4148,2020/2021,Apr,30,4,2021-04-30,,0.0,0.0,2021-04-30,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-05-01,2021,9:00p,Washington Wizards,124,Dallas Mavericks,125,,4351,2020/2021,May,1,5,2021-05-01,,0.0,0.0,2021-05-01,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-05-03,2021,7:00p,Indiana Pacers,141,Washington Wizards,154,,0,2020/2021,May,3,5,2021-05-03,,0.0,0.0,2021-05-03,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-05-05,2021,8:00p,Washington Wizards,134,Milwaukee Bucks,135,,3280,2020/2021,May,5,5,2021-05-21,covid,1.0,119.0,2021-01-22,103.0,basic - low - basic - monthly,Us,NBA,,
Thu,2021-05-06,2021,7:30p,Washington Wizards,131,Toronto Raptors,129,OT,2494,2020/2021,May,6,5,2021-05-06,,0.0,0.0,2021-05-06,0.0,basic - low - basic - monthly,Us,NBA,,
Sat,2021-05-08,2021,7:00p,Washington Wizards,133,Indiana Pacers,132,OT,0,2020/2021,May,8,5,2021-05-08,,0.0,0.0,2021-05-08,0.0,basic - low - basic - monthly,Us,NBA,,
Mon,2021-05-10,2021,7:30p,Washington Wizards,124,Atlanta Hawks,125,,3054,2020/2021,May,10,5,2021-05-10,,0.0,0.0,2021-05-10,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,2021-05-12,2021,7:00p,Washington Wizards,116,Atlanta Hawks,120,,3120,2020/2021,May,12,5,2021-05-12,,0.0,0.0,2021-05-12,0.0,basic - low - basic - monthly,Us,NBA,,
Fri,2021-05-14,2021,7:00p,Cleveland Cavaliers,105,Washington Wizards,120,,5333,2020/2021,May,14,5,2021-05-19,covid,1.0,121.0,2021-01-18,116.0,basic - low - basic - monthly,Us,NBA,,
Sun,2021-05-16,2021,1:00p,Charlotte Hornets,110,Washington Wizards,115,,5333,2020/2021,May,16,5,2021-05-16,,0.0,0.0,2021-05-16,0.0,basic - low - basic - monthly,Us,NBA,,
Wed,,2020,7:00p,Washington Wizards,107,Philadelphia 76ers,113,,0,2020/2021,Dec,23,12,2020-12-23,,0.0,,2020-12-23,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2020,7:00p,Orlando Magic,130,Washington Wizards,120,,0,2020/2021,Dec,26,12,2020-12-26,,0.0,,2020-12-26,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2020,7:00p,Orlando Magic,120,Washington Wizards,113,,0,2020/2021,Dec,27,12,2020-12-27,,0.0,,2020-12-27,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2020,7:00p,Chicago Bulls,115,Washington Wizards,107,,0,2020/2021,Dec,29,12,2020-12-29,,0.0,,2020-12-29,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2020,5:00p,Chicago Bulls,133,Washington Wizards,130,,0,2020/2021,Dec,31,12,2020-12-31,,0.0,,2020-12-31,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0,2020/2021,Jan,1,1,2021-01-01,,0.0,,2021-01-01,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0,2020/2021,Jan,3,1,2021-01-03,,0.0,,2021-01-03,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0,2020/2021,Jan,6,1,2021-01-06,,0.0,,2021-01-06,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,7:30p,Washington Wizards,107,Boston Celtics,116,,0,2020/2021,Jan,8,1,2021-01-08,,0.0,,2021-01-08,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,7:00p,Miami Heat,128,Washington Wizards,124,,0,2020/2021,Jan,9,1,2021-01-09,,0.0,,2021-01-09,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Phoenix Suns,107,Washington Wizards,128,,0,2020/2021,Jan,11,1,2021-01-11,,0.0,,2021-01-11,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0,2020/2021,Jan,24,1,2021-01-24,,0.0,,2021-01-24,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Washington Wizards,88,Houston Rockets,107,,2996,2020/2021,Jan,26,1,2021-01-26,,0.0,,2021-01-26,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,9:00p,Washington Wizards,106,New Orleans Pelicans,124,,750,2020/2021,Jan,27,1,2021-01-27,,0.0,,2021-01-27,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,7:00p,Atlanta Hawks,116,Washington Wizards,100,,0,2020/2021,Jan,29,1,2021-01-29,,0.0,,2021-01-29,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,7:00p,Brooklyn Nets,146,Washington Wizards,149,,0,2020/2021,Jan,31,1,2021-01-31,,0.0,,2021-01-31,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,8:00p,Portland Trail Blazers,132,Washington Wizards,121,,0,2020/2021,Feb,2,2,2021-02-02,,0.0,,2021-02-02,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Washington Wizards,103,Miami Heat,100,,0,2020/2021,Feb,3,2,2021-02-03,,0.0,,2021-02-03,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Washington Wizards,95,Miami Heat,122,,0,2020/2021,Feb,5,2,2021-02-05,,0.0,,2021-02-05,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,,0,2020/2021,Feb,7,2,2021-02-07,covid,1.0,18.0,2021-01-20,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,8:00p,Washington Wizards,105,Chicago Bulls,101,,0,2020/2021,Feb,8,2,2021-02-08,,0.0,,2021-02-08,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:00p,Toronto Raptors,137,Washington Wizards,115,,0,2020/2021,Feb,10,2,2021-02-10,,0.0,,2021-02-10,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,7:00p,New York Knicks,109,Washington Wizards,91,,0,2020/2021,Feb,12,2,2021-02-12,,0.0,,2021-02-12,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,1:00p,Boston Celtics,91,Washington Wizards,104,,0,2020/2021,Feb,14,2,2021-02-14,,0.0,,2021-02-14,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Houston Rockets,119,Washington Wizards,131,,0,2020/2021,Feb,15,2,2021-02-15,,0.0,,2021-02-15,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Denver Nuggets,128,Washington Wizards,130,,0,2020/2021,Feb,17,2,2021-02-17,,0.0,,2021-02-17,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,,0,2020/2021,Feb,20,2,2021-02-20,,0.0,,2021-02-20,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,OT,0,2020/2021,Feb,22,2,2021-02-22,,0.0,,2021-02-22,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,,0,2020/2021,Feb,23,2,2021-02-23,,0.0,,2021-02-23,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2021,9:00p,Washington Wizards,112,Denver Nuggets,110,,0,2020/2021,Feb,25,2,2021-02-25,,0.0,,2021-02-25,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,,0,2020/2021,Feb,27,2,2021-02-27,,0.0,,2021-02-27,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,7:00p,Washington Wizards,110,Boston Celtics,111,,0,2020/2021,Feb,28,2,2021-02-28,,0.0,,2021-02-28,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,,0,2020/2021,Mar,2,3,2021-03-02,,0.0,,2021-03-02,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2021,7:00p,Los Angeles Clippers,117,Washington Wizards,119,,0,2020/2021,Mar,4,3,2021-03-04,,0.0,,2021-03-04,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912,2020/2021,Mar,10,3,2021-03-10,,0.0,,2021-03-10,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Philadelphia 76ers,127,Washington Wizards,101,,0,2020/2021,Mar,12,3,2021-03-12,,0.0,,2021-03-12,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,7:00p,Milwaukee Bucks,125,Washington Wizards,119,,0,2020/2021,Mar,13,3,2021-03-13,,0.0,,2021-03-13,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Milwaukee Bucks,133,Washington Wizards,122,,0,2020/2021,Mar,15,3,2021-03-15,,0.0,,2021-03-15,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:00p,Sacramento Kings,121,Washington Wizards,119,,0,2020/2021,Mar,17,3,2021-03-17,,0.0,,2021-03-17,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2021,7:00p,Utah Jazz,122,Washington Wizards,131,,0,2020/2021,Mar,18,3,2021-03-18,covid,1.0,64.0,2021-01-13,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,7:00p,Washington Wizards,106,Brooklyn Nets,113,,1773,2020/2021,Mar,21,3,2021-03-21,,0.0,,2021-03-21,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,7:30p,Washington Wizards,113,New York Knicks,131,,1589,2020/2021,Mar,23,3,2021-03-23,,0.0,,2021-03-23,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2021,7:30p,Washington Wizards,102,New York Knicks,106,,1817,2020/2021,Mar,25,3,2021-03-25,,0.0,,2021-03-25,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,8:00p,Detroit Pistons,92,Washington Wizards,106,,0,2020/2021,Mar,27,3,2021-03-27,,0.0,,2021-03-27,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Indiana Pacers,124,Washington Wizards,132,,0,2020/2021,Mar,29,3,2021-03-29,,0.0,,2021-03-29,,basic - low - basic - monthly,NBAs,NBA,,
Tue,,2021,7:00p,Charlotte Hornets,114,Washington Wizards,104,,0,2020/2021,Mar,30,3,2021-03-30,,0.0,,2021-03-30,,basic - low - basic - monthly,NBAs,NBA,,
Thu,,2021,7:00p,Washington Wizards,91,Detroit Pistons,120,,750,2020/2021,Apr,1,4,2021-04-01,covid,1.0,76.0,2021-01-15,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,7:00p,Dallas Mavericks,109,Washington Wizards,87,,0,2020/2021,Apr,3,4,2021-04-03,,0.0,,2021-04-03,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Washington Wizards,101,Toronto Raptors,103,,1620,2020/2021,Apr,5,4,2021-04-05,,0.0,,2021-04-05,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:00p,Washington Wizards,131,Orlando Magic,116,,3991,2020/2021,Apr,7,4,2021-04-07,,0.0,,2021-04-07,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,10:00p,Washington Wizards,110,Golden State Warriors,107,,0,2020/2021,Apr,9,4,2021-04-09,,0.0,,2021-04-09,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,10:00p,Washington Wizards,106,Phoenix Suns,134,,5028,2020/2021,Apr,10,4,2021-04-10,,0.0,,2021-04-10,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,9:00p,Washington Wizards,125,Utah Jazz,121,,5546,2020/2021,Apr,12,4,2021-04-12,,0.0,,2021-04-12,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,10:00p,Washington Wizards,123,Sacramento Kings,111,,0,2020/2021,Apr,14,4,2021-04-14,,0.0,,2021-04-14,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,OT,0,2020/2021,Apr,16,4,2021-04-16,,0.0,,2021-04-16,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,8:00p,Detroit Pistons,100,Washington Wizards,121,,0,2020/2021,Apr,17,4,2021-04-17,,0.0,,2021-04-17,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,,0,2020/2021,Apr,19,4,2021-04-19,,0.0,,2021-04-19,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:00p,Golden State Warriors,114,Washington Wizards,118,,2133,2020/2021,Apr,21,4,2021-04-21,,0.0,,2021-04-21,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,,0,2020/2021,Apr,23,4,2021-04-23,,0.0,,2021-04-23,,basic - low - basic - monthly,NBAs,NBA,,
Sun,,2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,,2133,2020/2021,Apr,25,4,2021-04-25,covid,1.0,98.0,2021-01-17,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,OT,2133,2020/2021,Apr,26,4,2021-04-26,,0.0,,2021-04-26,,basic - low - basic - monthly,NBAs,NBA,,
Wed,,2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,,2133,2020/2021,Apr,28,4,2021-04-28,,0.0,,2021-04-28,,basic - low - basic - monthly,NBAs,NBA,,
Fri,,2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,,4148,2020/2021,Apr,30,4,2021-04-30,,0.0,,2021-04-30,,basic - low - basic - monthly,NBAs,NBA,,
Sat,,2021,9:00p,Washington Wizards,124,Dallas Mavericks,125,,4351,2020/2021,May,1,5,2021-05-01,,0.0,,2021-05-01,,basic - low - basic - monthly,NBAs,NBA,,
Mon,,2021,7:00p,Indiana Pacers,141,Washington Wizards,154,,0,2020/2021,May,3,5,2021-05-03,,0.0,,2021-05-03,,basic - low - basic - monthly,NBAs,NBA,,
