Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode
,,36.0,2.0,,36.0,37.0,,,,34.0,,34.0,36.0,,,35.0,,2021-03-10 00:00:00,36.0,36.0,,,,37.0,34.0,35.0,NBA,38.0,,37.0,33.0,36.0,36.0,36.0,,,,,36.0,,37.0,,36.0,36.0,,36.0,,35.0,,35.0,36.0,33.0,,basic - low - basic - monthly,,,,36.0,36.0,,,,34.0,,2,38,36
,,37.0,2.0,,37.0,38.0,,,,35.0,,35.0,36.0,,,36.0,,2021-03-11 00:00:00,36.0,37.0,,,,38.0,35.0,35.0,NBA,39.0,,37.0,33.0,37.0,37.0,37.0,,,,,37.0,,38.0,,37.0,37.0,,37.0,,36.0,,36.0,37.0,33.0,,basic - low - basic - monthly,,,,37.0,36.0,,,,34.0,,2,39,37
,,37.0,2.0,,37.0,38.0,,,,35.0,,36.0,37.0,,,36.0,,2021-03-12 00:00:00,37.0,37.0,,,,38.0,36.0,36.0,NBA,39.0,,38.0,34.0,38.0,37.0,37.0,,,,,38.0,,38.0,,37.0,38.0,,38.0,,36.0,,36.0,37.0,34.0,,basic - low - basic - monthly,,,,37.0,37.0,,,,35.0,,2,39,37
,,38.0,1.8571428571428572,,37.0,39.0,,,,36.0,,36.0,37.0,,,37.0,,2021-03-13 00:00:00,38.0,38.0,,,,38.0,36.0,36.0,NBA,39.0,,38.0,34.0,38.0,38.0,38.0,,,,,38.0,,39.0,,38.0,38.0,,38.0,,36.0,,37.0,38.0,34.0,,basic - low - basic - monthly,,,,38.0,37.0,,,,36.0,,1,39,38
,,39.0,1.7142857142857142,,38.0,39.0,,,,36.0,,37.0,38.0,,,37.0,,2021-03-14 00:00:00,38.0,38.0,,,,39.0,37.0,37.0,NBA,40.0,,38.0,35.0,39.0,38.0,39.0,,,,,39.0,,39.0,,39.0,39.0,,39.0,,37.0,,38.0,38.0,35.0,,basic - low - basic - monthly,,,,39.0,38.0,,,,36.0,,1,40,39
,,39.0,1.7142857142857142,,38.0,40.0,,,,37.0,,37.0,38.0,,,38.0,,2021-03-15 00:00:00,39.0,39.0,,,,40.0,37.0,38.0,NBA,41.0,,39.0,36.0,39.0,39.0,39.0,,,,,39.0,,40.0,,39.0,39.0,,39.0,,38.0,,38.0,39.0,36.0,,basic - low - basic - monthly,,,,39.0,38.0,,,,37.0,,2,41,39
,,40.0,1.7142857142857142,,39.0,40.0,,,,37.0,,38.0,39.0,,,38.0,,2021-03-16 00:00:00,39.0,39.0,,,,40.0,38.0,38.0,NBA,41.0,,40.0,36.0,40.0,39.0,40.0,,,,,40.0,,41.0,,40.0,39.0,,40.0,,38.0,,39.0,39.0,36.0,,basic - low - basic - monthly,,,,39.0,39.0,,,,37.0,,2,41,39
,,40.0,1.7142857142857142,,40.0,41.0,,,,38.0,,39.0,40.0,,,39.0,,2021-03-17 00:00:00,40.0,40.0,,,,41.0,39.0,39.0,NBA,42.0,,40.0,37.0,41.0,40.0,40.0,,,,,40.0,,41.0,,40.0,39.0,,41.0,,38.0,,39.0,40.0,37.0,,basic - low - basic - monthly,,,,40.0,39.0,,,,38.0,,2,42,40
,,41.0,1.4285714285714286,,40.0,41.0,,,,39.0,,39.0,40.0,,,39.0,,2021-03-18 00:00:00,40.0,40.0,,,,41.0,39.0,39.0,NBA,42.0,,41.0,37.0,41.0,40.0,41.0,,,,,41.0,,42.0,,41.0,40.0,,41.0,,39.0,,40.0,40.0,37.0,,basic - low - basic - monthly,,,,40.0,39.0,,,,38.0,,0,42,42
,,41.0,1.2857142857142858,,41.0,42.0,,,,39.0,,40.0,40.0,,,40.0,,2021-03-19 00:00:00,41.0,41.0,,,,42.0,40.0,40.0,NBA,42.0,,41.0,38.0,42.0,40.0,42.0,,,,,41.0,,42.0,,41.0,41.0,,41.0,,40.0,,41.0,41.0,37.0,,basic - low - basic - monthly,,,,41.0,40.0,,,,38.0,,1,42,41
,,42.0,1.4285714285714286,,41.0,42.0,,,,40.0,,40.0,40.0,,,40.0,,2021-03-20 00:00:00,41.0,41.0,,,,43.0,41.0,40.0,NBA,43.0,,42.0,39.0,42.0,41.0,42.0,,,,,41.0,,42.0,,42.0,41.0,,42.0,,40.0,,41.0,42.0,38.0,,basic - low - basic - monthly,,,,41.0,41.0,,,,39.0,,2,43,41
,,42.0,1.4285714285714286,,42.0,43.0,,,,40.0,,41.0,41.0,,,41.0,,2021-03-21 00:00:00,42.0,42.0,,,,43.0,41.0,41.0,NBA,43.0,,43.0,39.0,43.0,41.0,42.0,,,,,42.0,,43.0,,42.0,42.0,,43.0,,41.0,,42.0,42.0,38.0,,basic - low - basic - monthly,,,,42.0,41.0,,,,40.0,,1,43,42
,,43.0,1.2857142857142858,,43.0,43.0,,,,41.0,,42.0,42.0,,,41.0,,2021-03-22 00:00:00,42.0,42.0,,,,43.0,42.0,42.0,NBA,44.0,,43.0,40.0,43.0,42.0,43.0,,,,,42.0,,43.0,,43.0,42.0,,43.0,,41.0,,42.0,43.0,39.0,,basic - low - basic - monthly,,,,43.0,42.0,,,,40.0,,1,44,43
,,43.0,1.1428571428571428,,43.0,44.0,,,,41.0,,42.0,42.0,,,41.0,,2021-03-23 00:00:00,43.0,42.0,,,,44.0,42.0,42.0,NBA,44.0,,44.0,40.0,44.0,42.0,43.0,,,,,43.0,,44.0,,43.0,43.0,,44.0,,42.0,,43.0,43.0,39.0,,basic - low - basic - monthly,,,,43.0,42.0,,,,41.0,,1,44,43
,,44.0,1.0,,44.0,45.0,,,,42.0,,43.0,43.0,,,42.0,,2021-03-24 00:00:00,44.0,43.0,,,,44.0,43.0,43.0,NBA,45.0,,44.0,41.0,44.0,43.0,44.0,,,,,43.0,,44.0,,44.0,44.0,,44.0,,43.0,,43.0,44.0,40.0,,basic - low - basic - monthly,,,,44.0,43.0,,,,41.0,,1,45,44
,,44.0,1.4285714285714286,,44.0,45.0,,,,42.0,,43.0,43.0,,,42.0,,2021-03-25 00:00:00,44.0,43.0,,,,45.0,43.0,43.0,NBA,46.0,,45.0,41.0,45.0,43.0,44.0,,,,,43.0,,45.0,,44.0,44.0,,45.0,,43.0,,44.0,45.0,41.0,,basic - low - basic - monthly,,,,44.0,43.0,,,,42.0,,3,46,43
,,45.0,1.4285714285714286,,45.0,46.0,,,,43.0,,43.0,44.0,,,43.0,,2021-03-26 00:00:00,45.0,44.0,,,,46.0,44.0,44.0,NBA,46.0,,46.0,42.0,46.0,44.0,45.0,,,,,44.0,,45.0,,44.0,45.0,,45.0,,44.0,,45.0,45.0,41.0,,basic - low - basic - monthly,,,,45.0,44.0,,,,42.0,,1,46,45
,,45.0,1.4285714285714286,,46.0,46.0,,,,43.0,,44.0,45.0,,,44.0,,2021-03-27 00:00:00,45.0,45.0,,,,46.0,45.0,44.0,NBA,47.0,,46.0,43.0,46.0,45.0,46.0,,,,,45.0,,46.0,,45.0,45.0,,46.0,,44.0,,45.0,46.0,42.0,,basic - low - basic - monthly,,,,45.0,45.0,,,,43.0,,2,47,45
,,46.0,1.4285714285714286,,46.0,46.0,,,,44.0,,44.0,45.0,,,44.0,,2021-03-28 00:00:00,46.0,45.0,,,,46.0,45.0,44.0,NBA,47.0,,47.0,43.0,46.0,45.0,46.0,,,,,45.0,,46.0,,45.0,46.0,,46.0,,45.0,,46.0,46.0,42.0,,basic - low - basic - monthly,,,,46.0,45.0,,,,43.0,,1,47,46
,,46.0,1.5714285714285714,,47.0,47.0,,,,44.0,,45.0,46.0,,,45.0,,2021-03-29 00:00:00,46.0,46.0,,,,47.0,46.0,45.0,NBA,48.0,,47.0,44.0,47.0,46.0,47.0,,,,,46.0,,47.0,,46.0,46.0,,46.0,,45.0,,46.0,47.0,43.0,,basic - low - basic - monthly,,,,47.0,46.0,,,,44.0,,2,48,46
,,47.0,1.7142857142857142,,47.0,47.0,,,,45.0,,45.0,46.0,,,45.0,,2021-03-30 00:00:00,47.0,46.0,,,,47.0,46.0,45.0,NBA,49.0,,47.0,44.0,47.0,46.0,47.0,,,,,46.0,,47.0,,46.0,47.0,,47.0,,46.0,,46.0,47.0,43.0,,basic - low - basic - monthly,,,,47.0,46.0,,,,45.0,,2,49,47
,,47.0,1.8571428571428572,,48.0,48.0,,,,45.0,,46.0,46.0,,,46.0,,2021-03-31 00:00:00,47.0,47.0,,,,47.0,47.0,46.0,NBA,49.0,,48.0,45.0,48.0,47.0,48.0,,,,,46.0,,48.0,,47.0,47.0,,47.0,,47.0,,47.0,48.0,44.0,,basic - low - basic - monthly,,,,48.0,47.0,,,,45.0,,2,49,47
,,48.0,1.7142857142857142,,48.0,49.0,,,,46.0,,46.0,47.0,,,46.0,,2021-04-01 00:00:00,48.0,48.0,,,,48.0,47.0,46.0,NBA,50.0,,48.0,45.0,49.0,47.0,48.0,,,,,47.0,,48.0,,47.0,48.0,,48.0,,47.0,,47.0,48.0,45.0,,basic - low - basic - monthly,,,,48.0,47.0,,,,46.0,,2,50,48
,,49.0,1.8571428571428572,,49.0,49.0,,,,47.0,,47.0,47.0,,,47.0,,2021-04-02 00:00:00,48.0,48.0,,,,49.0,48.0,47.0,NBA,50.0,,49.0,46.0,49.0,48.0,49.0,,,,,48.0,,49.0,,48.0,48.0,,48.0,,48.0,,48.0,49.0,45.0,,basic - low - basic - monthly,,,,49.0,48.0,,,,46.0,,2,50,48
,,49.0,1.7142857142857142,,49.0,49.0,,,,47.0,,47.0,48.0,,,48.0,,2021-04-03 00:00:00,48.0,49.0,,,,49.0,48.0,48.0,NBA,50.0,,49.0,46.0,50.0,49.0,50.0,,,,,48.0,,50.0,,49.0,49.0,,49.0,,48.0,,49.0,50.0,46.0,,basic - low - basic - monthly,,,,49.0,49.0,,,,47.0,,1,50,49
,,50.0,1.7142857142857142,,50.0,50.0,,,,48.0,,48.0,48.0,,,48.0,,2021-04-04 00:00:00,49.0,49.0,,,,50.0,49.0,48.0,NBA,51.0,,50.0,47.0,50.0,49.0,50.0,,,,,49.0,,50.0,,49.0,50.0,,50.0,,48.0,,49.0,50.0,46.0,,basic - low - basic - monthly,,,,49.0,49.0,,,,47.0,,1,51,50
,,50.0,1.5714285714285714,,50.0,51.0,,,,48.0,,48.0,49.0,,,49.0,,2021-04-05 00:00:00,49.0,50.0,,,,50.0,50.0,48.0,NBA,51.0,,50.0,47.0,50.0,49.0,51.0,,,,,49.0,,51.0,,50.0,50.0,,50.0,,49.0,,49.0,51.0,47.0,,basic - low - basic - monthly,,,,50.0,50.0,,,,48.0,,1,51,50
,,51.0,1.4285714285714286,,51.0,51.0,,,,48.0,,49.0,49.0,,,49.0,,2021-04-06 00:00:00,50.0,51.0,,,,51.0,50.0,49.0,NBA,52.0,,51.0,48.0,51.0,50.0,51.0,,,,,50.0,,51.0,,50.0,50.0,,51.0,,49.0,,50.0,51.0,47.0,,basic - low - basic - monthly,,,,51.0,50.0,,,,48.0,,1,52,51
,,52.0,1.2857142857142858,,52.0,52.0,,,,49.0,,49.0,49.0,,,50.0,,2021-04-07 00:00:00,51.0,51.0,,,,51.0,51.0,50.0,NBA,52.0,,51.0,49.0,51.0,50.0,52.0,,,,,51.0,,52.0,,51.0,51.0,,51.0,,50.0,,50.0,51.0,48.0,,basic - low - basic - monthly,,,,51.0,51.0,,,,49.0,,1,52,51
,,52.0,1.1428571428571428,,52.0,52.0,,,,49.0,,50.0,50.0,,,51.0,,2021-04-08 00:00:00,51.0,52.0,,,,51.0,51.0,50.0,NBA,53.0,,52.0,49.0,52.0,51.0,52.0,,,,,51.0,,52.0,,52.0,51.0,,51.0,,51.0,,51.0,52.0,48.0,,basic - low - basic - monthly,,,,52.0,52.0,,,,49.0,,1,53,52
,,53.0,1.1428571428571428,,53.0,52.0,,,,50.0,,51.0,50.0,,,51.0,,2021-04-09 00:00:00,52.0,52.0,,,,52.0,52.0,51.0,NBA,54.0,,52.0,50.0,52.0,52.0,53.0,,,,,52.0,,53.0,,52.0,52.0,,52.0,,51.0,,51.0,52.0,49.0,,basic - low - basic - monthly,,,,52.0,52.0,,,,50.0,,2,54,52
,,53.0,1.1428571428571428,,53.0,53.0,,,,50.0,,51.0,51.0,,,51.0,,2021-04-10 00:00:00,52.0,53.0,,,,53.0,53.0,51.0,NBA,54.0,,53.0,50.0,52.0,52.0,53.0,,,,,52.0,,53.0,,53.0,52.0,,53.0,,52.0,,52.0,53.0,49.0,,basic - low - basic - monthly,,,,53.0,53.0,,,,51.0,,1,54,53
,,54.0,1.2857142857142858,,54.0,53.0,,,,51.0,,52.0,52.0,,,52.0,,2021-04-11 00:00:00,53.0,54.0,,,,53.0,53.0,52.0,NBA,55.0,,53.0,51.0,53.0,53.0,54.0,,,,,53.0,,54.0,,53.0,53.0,,53.0,,52.0,,53.0,53.0,50.0,,basic - low - basic - monthly,,,,54.0,53.0,,,,51.0,,2,55,53
,,54.0,1.2857142857142858,,54.0,54.0,,,,51.0,,52.0,52.0,,,53.0,,2021-04-12 00:00:00,54.0,54.0,,,,54.0,54.0,52.0,NBA,55.0,,54.0,51.0,53.0,53.0,55.0,,,,,54.0,,55.0,,53.0,54.0,,54.0,,53.0,,53.0,54.0,51.0,,basic - low - basic - monthly,,,,54.0,54.0,,,,52.0,,1,55,54
,,55.0,1.4285714285714286,,55.0,54.0,,,,52.0,,53.0,52.0,,,53.0,,2021-04-13 00:00:00,54.0,54.0,,,,54.0,54.0,53.0,NBA,56.0,,55.0,52.0,54.0,53.0,55.0,,,,,54.0,,55.0,,54.0,54.0,,54.0,,54.0,,54.0,54.0,51.0,,basic - low - basic - monthly,,,,55.0,55.0,,,,52.0,,2,56,54
,,55.0,1.5714285714285714,,55.0,55.0,,,,53.0,,54.0,53.0,,,54.0,,2021-04-14 00:00:00,55.0,55.0,,,,55.0,55.0,54.0,NBA,57.0,,55.0,53.0,55.0,54.0,56.0,,,,,55.0,,56.0,,55.0,55.0,,55.0,,54.0,,54.0,55.0,52.0,,basic - low - basic - monthly,,,,56.0,55.0,,,,53.0,,2,57,55
,,56.0,1.7142857142857142,,56.0,55.0,,,,53.0,,54.0,54.0,,,54.0,,2021-04-15 00:00:00,55.0,55.0,,,,56.0,55.0,54.0,NBA,57.0,,56.0,53.0,55.0,55.0,56.0,,,,,55.0,,56.0,,55.0,55.0,,55.0,,55.0,,54.0,56.0,52.0,,basic - low - basic - monthly,,,,56.0,55.0,,,,53.0,,2,57,55
,,56.0,1.7142857142857142,,56.0,56.0,,,,54.0,,55.0,54.0,,,55.0,,2021-04-16 00:00:00,56.0,56.0,,,,56.0,56.0,55.0,NBA,58.0,,56.0,54.0,56.0,55.0,57.0,,,,,56.0,,57.0,,56.0,56.0,,56.0,,55.0,,55.0,56.0,53.0,,basic - low - basic - monthly,,,,57.0,56.0,,,,54.0,,2,58,56
,,56.0,1.8571428571428572,,57.0,56.0,,,,54.0,,56.0,55.0,,,55.0,,2021-04-17 00:00:00,56.0,57.0,,,,57.0,56.0,55.0,NBA,58.0,,57.0,55.0,56.0,56.0,57.0,,,,,56.0,,57.0,,56.0,56.0,,56.0,,56.0,,55.0,56.0,54.0,,basic - low - basic - monthly,,,,57.0,57.0,,,,55.0,,2,58,56
,,57.0,1.8571428571428572,,57.0,57.0,,,,55.0,,56.0,55.0,,,56.0,,2021-04-18 00:00:00,56.0,57.0,,,,57.0,57.0,56.0,NBA,59.0,,57.0,55.0,57.0,56.0,58.0,,,,,57.0,,58.0,,57.0,57.0,,56.0,,56.0,,56.0,57.0,54.0,,basic - low - basic - monthly,,,,58.0,57.0,,,,55.0,,2,59,57
,,57.0,1.7142857142857142,,58.0,57.0,,,,55.0,,57.0,56.0,,,56.0,,2021-04-19 00:00:00,57.0,58.0,,,,58.0,58.0,57.0,NBA,59.0,,58.0,56.0,58.0,57.0,58.0,,,,,57.0,,58.0,,58.0,57.0,,57.0,,57.0,,56.0,57.0,55.0,,basic - low - basic - monthly,,,,58.0,58.0,,,,56.0,,0,59,59
,,58.0,1.7142857142857142,,58.0,58.0,,,,56.0,,57.0,56.0,,,57.0,,2021-04-20 00:00:00,57.0,59.0,,,,58.0,58.0,57.0,NBA,60.0,,58.0,56.0,58.0,57.0,59.0,,,,,58.0,,59.0,,58.0,58.0,,57.0,,57.0,,57.0,58.0,55.0,,basic - low - basic - monthly,,,,58.0,58.0,,,,56.0,,2,60,58
,,59.0,1.4285714285714286,,58.0,59.0,,,,56.0,,58.0,57.0,,,57.0,,2021-04-21 00:00:00,58.0,59.0,,,,59.0,59.0,58.0,NBA,61.0,,58.0,57.0,59.0,57.0,60.0,,,,,58.0,,60.0,,59.0,58.0,,58.0,,58.0,,58.0,59.0,56.0,,basic - low - basic - monthly,,,,59.0,59.0,,,,57.0,,0,61,61
,,59.0,1.4285714285714286,,59.0,59.0,,,,57.0,,59.0,57.0,,,58.0,,2021-04-22 00:00:00,58.0,60.0,,,,59.0,59.0,58.0,NBA,61.0,,59.0,57.0,59.0,58.0,60.0,,,,,59.0,,60.0,,59.0,59.0,,59.0,,59.0,,58.0,59.0,57.0,,basic - low - basic - monthly,,,,59.0,59.0,,,,57.0,,2,61,59
,,60.0,1.1428571428571428,,60.0,60.0,,,,58.0,,59.0,58.0,,,58.0,,2021-04-23 00:00:00,59.0,60.0,,,,60.0,60.0,58.0,NBA,62.0,,59.0,57.0,60.0,58.0,60.0,,,,,59.0,,60.0,,60.0,59.0,,59.0,,59.0,,58.0,59.0,57.0,,basic - low - basic - monthly,,,,59.0,59.0,,,,58.0,,0,62,62
,,60.0,1.1428571428571428,,60.0,60.0,,,,58.0,,60.0,58.0,,,59.0,,2021-04-24 00:00:00,60.0,61.0,,,,60.0,61.0,59.0,NBA,62.0,,60.0,57.0,61.0,59.0,61.0,,,,,60.0,,61.0,,60.0,59.0,,60.0,,59.0,,58.0,59.0,58.0,,basic - low - basic - monthly,,,,60.0,60.0,,,,58.0,,2,62,60
,,61.0,1.1428571428571428,,61.0,61.0,,,,59.0,,60.0,58.0,,,59.0,,2021-04-25 00:00:00,60.0,61.0,,,,61.0,61.0,60.0,NBA,62.0,,60.0,57.0,61.0,60.0,61.0,,,,,60.0,,61.0,,60.0,60.0,,60.0,,60.0,,58.0,60.0,58.0,,basic - low - basic - monthly,,,,60.0,60.0,,,,58.0,,2,62,60
,,62.0,1.4285714285714286,,61.0,61.0,,,,59.0,,61.0,59.0,,,60.0,,2021-04-26 00:00:00,61.0,62.0,,,,61.0,61.0,60.0,NBA,63.0,,61.0,58.0,62.0,60.0,62.0,,,,,61.0,,62.0,,61.0,61.0,,61.0,,61.0,,58.0,61.0,59.0,,basic - low - basic - monthly,,,,61.0,61.0,,,,59.0,,2,63,61
,,62.0,1.4285714285714286,,62.0,62.0,,,,60.0,,61.0,59.0,,,61.0,,2021-04-27 00:00:00,61.0,62.0,,,,62.0,62.0,61.0,NBA,63.0,,61.0,58.0,62.0,61.0,63.0,,,,,61.0,,62.0,,62.0,61.0,,61.0,,61.0,,59.0,61.0,59.0,,basic - low - basic - monthly,,,,62.0,61.0,,,,59.0,,2,63,61
,,63.0,1.7142857142857142,,63.0,62.0,,,,61.0,,62.0,60.0,,,61.0,,2021-04-28 00:00:00,62.0,62.0,,,,62.0,62.0,61.0,NBA,64.0,,62.0,59.0,63.0,61.0,63.0,,,,,62.0,,63.0,,62.0,62.0,,62.0,,62.0,,60.0,62.0,60.0,,basic - low - basic - monthly,,,,62.0,62.0,,,,60.0,,2,64,62
,,63.0,1.5714285714285714,,63.0,63.0,,,,61.0,,62.0,60.0,,,62.0,,2021-04-29 00:00:00,63.0,63.0,,,,63.0,63.0,62.0,NBA,64.0,,62.0,59.0,63.0,62.0,64.0,,,,,63.0,,63.0,,63.0,62.0,,62.0,,62.0,,60.0,62.0,60.0,,basic - low - basic - monthly,,,,63.0,62.0,,,,60.0,,1,64,63
,,64.0,1.7142857142857142,,64.0,64.0,,,,61.0,,63.0,61.0,,,62.0,,2021-04-30 00:00:00,63.0,63.0,,,,63.0,63.0,62.0,NBA,64.0,,63.0,60.0,63.0,63.0,64.0,,,,,63.0,,63.0,,63.0,63.0,,63.0,,63.0,,61.0,63.0,61.0,,basic - low - basic - monthly,,,,63.0,63.0,,,,61.0,,1,64,63
,,65.0,1.5714285714285714,,64.0,64.0,,,,62.0,,64.0,62.0,,,63.0,,2021-05-01 00:00:00,64.0,64.0,,,,64.0,64.0,63.0,NBA,65.0,,63.0,61.0,64.0,63.0,65.0,,,,,64.0,,63.0,,64.0,64.0,,63.0,,63.0,,61.0,63.0,61.0,,basic - low - basic - monthly,,,,64.0,64.0,,,,62.0,,1,65,64
,,65.0,1.4285714285714286,,65.0,65.0,,,,63.0,,64.0,62.0,,,64.0,,2021-05-02 00:00:00,64.0,64.0,,,,64.0,65.0,63.0,NBA,65.0,,64.0,61.0,65.0,64.0,65.0,,,,,64.0,,64.0,,65.0,64.0,,64.0,,64.0,,62.0,64.0,62.0,,basic - low - basic - monthly,,,,65.0,64.0,,,,62.0,,1,65,64
,,66.0,1.2857142857142858,,65.0,65.0,,,,63.0,,65.0,62.0,,,64.0,,2021-05-03 00:00:00,65.0,65.0,,,,65.0,65.0,64.0,NBA,65.0,,65.0,62.0,65.0,64.0,65.0,,,,,65.0,,65.0,,65.0,65.0,,65.0,,64.0,,63.0,64.0,63.0,,basic - low - basic - monthly,,,,65.0,65.0,,,,63.0,,1,66,65
,,66.0,1.1428571428571428,,66.0,66.0,,,,64.0,,66.0,63.0,,,65.0,,2021-05-04 00:00:00,65.0,66.0,,,,66.0,65.0,64.0,NBA,66.0,,65.0,62.0,66.0,65.0,65.0,,,,,66.0,,65.0,,66.0,65.0,,65.0,,65.0,,63.0,65.0,63.0,,basic - low - basic - monthly,,,,66.0,65.0,,,,63.0,,1,66,65
,,67.0,1.0,,67.0,66.0,,,,64.0,,66.0,64.0,,,65.0,,2021-05-05 00:00:00,66.0,66.0,,,,66.0,66.0,65.0,NBA,66.0,,65.0,63.0,66.0,65.0,66.0,,,,,66.0,,66.0,,66.0,66.0,,66.0,,66.0,,64.0,66.0,64.0,,basic - low - basic - monthly,,,,66.0,66.0,,,,63.0,,1,67,66
,,68.0,1.1428571428571428,,67.0,67.0,,,,64.0,,66.0,64.0,,,66.0,,2021-05-06 00:00:00,66.0,67.0,,,,67.0,66.0,66.0,NBA,67.0,,66.0,64.0,66.0,65.0,66.0,,,,,66.0,,66.0,,67.0,66.0,,66.0,,66.0,,64.0,66.0,64.0,,basic - low - basic - monthly,,,,67.0,66.0,,,,64.0,,2,68,66
,,68.0,1.1428571428571428,,67.0,67.0,,,,65.0,,66.0,65.0,,,67.0,,2021-05-07 00:00:00,67.0,67.0,,,,67.0,67.0,66.0,NBA,67.0,,67.0,64.0,67.0,66.0,67.0,,,,,67.0,,67.0,,67.0,67.0,,67.0,,67.0,,65.0,67.0,65.0,,basic - low - basic - monthly,,,,67.0,67.0,,,,64.0,,1,68,67
,,68.0,1.1428571428571428,,67.0,68.0,,,,65.0,,66.0,65.0,,,67.0,,2021-05-08 00:00:00,68.0,68.0,,,,68.0,68.0,67.0,NBA,67.0,,67.0,65.0,67.0,66.0,67.0,,,,,67.0,,67.0,,68.0,67.0,,68.0,,67.0,,66.0,67.0,66.0,,basic - low - basic - monthly,,,,68.0,68.0,,,,65.0,,1,68,67
,,68.0,1.1428571428571428,,68.0,68.0,,,,66.0,,67.0,66.0,,,68.0,,2021-05-09 00:00:00,68.0,69.0,,,,68.0,68.0,67.0,NBA,68.0,,68.0,65.0,68.0,66.0,68.0,,,,,68.0,,68.0,,69.0,68.0,,68.0,,68.0,,66.0,68.0,66.0,,basic - low - basic - monthly,,,,68.0,68.0,,,,65.0,,1,69,68
,,69.0,1.1428571428571428,,68.0,68.0,,,,66.0,,67.0,67.0,,,68.0,,2021-05-10 00:00:00,68.0,69.0,,,,69.0,69.0,68.0,NBA,68.0,,68.0,66.0,68.0,67.0,68.0,,,,,69.0,,68.0,,69.0,68.0,,68.0,,68.0,,67.0,68.0,67.0,,basic - low - basic - monthly,,,,68.0,69.0,,,,66.0,,1,69,68
,,69.0,1.1428571428571428,,69.0,69.0,,,,67.0,,68.0,67.0,,,69.0,,2021-05-11 00:00:00,69.0,70.0,,,,70.0,69.0,69.0,NBA,69.0,,69.0,67.0,69.0,68.0,69.0,,,,,69.0,,69.0,,70.0,69.0,,69.0,,69.0,,67.0,69.0,67.0,,basic - low - basic - monthly,,,,69.0,69.0,,,,66.0,,1,70,69
,,70.0,1.1428571428571428,,70.0,70.0,,,,67.0,,68.0,68.0,,,69.0,,2021-05-12 00:00:00,69.0,70.0,,,,70.0,70.0,69.0,NBA,69.0,,70.0,67.0,69.0,68.0,69.0,,,,,69.0,,69.0,,70.0,69.0,,69.0,,69.0,,68.0,69.0,68.0,,basic - low - basic - monthly,,,,69.0,70.0,,,,67.0,,1,70,69
,,71.0,1.0,,70.0,70.0,,,,68.0,,69.0,68.0,,,70.0,,2021-05-13 00:00:00,70.0,70.0,,,,70.0,70.0,70.0,NBA,70.0,,70.0,68.0,70.0,69.0,70.0,,,,,70.0,,70.0,,70.0,70.0,,70.0,,70.0,,69.0,70.0,69.0,,basic - low - basic - monthly,,,,70.0,70.0,,,,67.0,,1,71,70
,,71.0,0.8571428571428571,,70.0,70.0,,,,68.0,,69.0,68.0,,,71.0,,2021-05-14 00:00:00,71.0,71.0,,,,71.0,71.0,70.0,NBA,71.0,,70.0,69.0,70.0,69.0,70.0,,,,,71.0,,70.0,,71.0,71.0,,71.0,,70.0,,69.0,71.0,69.0,,basic - low - basic - monthly,,,,71.0,71.0,,,,67.0,,0,71,71
,,71.0,0.7142857142857143,,71.0,71.0,,,,69.0,,70.0,68.0,,,71.0,,2021-05-15 00:00:00,71.0,71.0,,,,71.0,71.0,71.0,NBA,71.0,,71.0,69.0,71.0,70.0,71.0,,,,,71.0,,71.0,,71.0,71.0,,71.0,,71.0,,69.0,71.0,70.0,,basic - low - basic - monthly,,,,71.0,71.0,,,,67.0,,0,71,71
,,72.0,0.5714285714285714,,72.0,72.0,,,,70.0,,71.0,69.0,,,72.0,,2021-05-16 00:00:00,72.0,72.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,70.0,72.0,71.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,70.0,72.0,71.0,,basic - low - basic - monthly,,,,72.0,72.0,,,,68.0,,0,72,72
