Team,Distance,Schedule Type,League
Philadelphia 76ers,57106.06156964434,min_diff - low - basic - post_all_star,NBA
Toronto Raptors,56061.62947294438,min_diff - low - basic - post_all_star,NBA
Boston Celtics,63829.40408164328,min_diff - low - basic - post_all_star,NBA
Chicago Bulls,56005.28341039955,min_diff - low - basic - post_all_star,NBA
Memphis Grizzlies,60973.18863315758,min_diff - low - basic - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,min_diff - low - basic - post_all_star,NBA
Denver Nuggets,65047.947481392024,min_diff - low - basic - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - basic - post_all_star,NBA
Phoenix Suns,65097.54611252499,min_diff - low - basic - post_all_star,NBA
Miami Heat,64429.04354682349,min_diff - low - basic - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,min_diff - low - basic - post_all_star,NBA
Charlotte Hornets,49851.21247787254,min_diff - low - basic - post_all_star,NBA
Detroit Pistons,51138.28462893508,min_diff - low - basic - post_all_star,NBA
Washington Wizards,53631.53105060853,min_diff - low - basic - post_all_star,NBA
New York Knicks,59972.10187629982,min_diff - low - basic - post_all_star,NBA
San Antonio Spurs,61779.69109908096,min_diff - low - basic - post_all_star,NBA
Utah Jazz,65358.64908515962,min_diff - low - basic - post_all_star,NBA
Sacramento Kings,77510.07257623949,min_diff - low - basic - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,min_diff - low - basic - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,min_diff - low - basic - post_all_star,NBA
Atlanta Hawks,54901.64714219055,min_diff - low - basic - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,min_diff - low - basic - post_all_star,NBA
Dallas Mavericks,61579.87239673661,min_diff - low - basic - post_all_star,NBA
Houston Rockets,65897.94773628825,min_diff - low - basic - post_all_star,NBA
Golden State Warriors,72352.13982803228,min_diff - low - basic - post_all_star,NBA
all,1836554.0612841009,min_diff - low - basic - post_all_star,NBA
Brooklyn Nets,60236.16238059089,min_diff - low - 15_more_games - monthly,NBA
Los Angeles Lakers,65673.79589984058,min_diff - low - 15_more_games - monthly,NBA
Cleveland Cavaliers,59336.924634364535,min_diff - low - 15_more_games - monthly,NBA
Indiana Pacers,59139.71162730758,min_diff - low - 15_more_games - monthly,NBA
Orlando Magic,72252.47396513128,min_diff - low - 15_more_games - monthly,NBA
Philadelphia 76ers,65897.89643073066,min_diff - low - 15_more_games - monthly,NBA
Toronto Raptors,61446.68199174002,min_diff - low - 15_more_games - monthly,NBA
Boston Celtics,65165.862444100785,min_diff - low - 15_more_games - monthly,NBA
Chicago Bulls,55942.53739440475,min_diff - low - 15_more_games - monthly,NBA
Memphis Grizzlies,60298.154744378844,min_diff - low - 15_more_games - monthly,NBA
Minnesota Timberwolves,66262.8680798337,min_diff - low - 15_more_games - monthly,NBA
Denver Nuggets,65047.947481392024,min_diff - low - 15_more_games - monthly,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - 15_more_games - monthly,NBA
Phoenix Suns,66466.70448698163,min_diff - low - 15_more_games - monthly,NBA
Miami Heat,65332.66919432079,min_diff - low - 15_more_games - monthly,NBA
Milwaukee Bucks,53509.09924361715,min_diff - low - 15_more_games - monthly,NBA
Charlotte Hornets,49851.21247787254,min_diff - low - 15_more_games - monthly,NBA
Detroit Pistons,51138.28462893508,min_diff - low - 15_more_games - monthly,NBA
Washington Wizards,53631.53105060853,min_diff - low - 15_more_games - monthly,NBA
New York Knicks,59972.10187629982,min_diff - low - 15_more_games - monthly,NBA
San Antonio Spurs,65581.35650362745,min_diff - low - 15_more_games - monthly,NBA
Utah Jazz,66655.92247856098,min_diff - low - 15_more_games - monthly,NBA
Sacramento Kings,77510.07257623949,min_diff - low - 15_more_games - monthly,NBA
Los Angeles Clippers,65279.40195977216,min_diff - low - 15_more_games - monthly,NBA
New Orleans Pelicans,76028.33808467946,min_diff - low - 15_more_games - monthly,NBA
Atlanta Hawks,54901.64714219055,min_diff - low - 15_more_games - monthly,NBA
Oklahoma City Thunder,53507.419073292935,min_diff - low - 15_more_games - monthly,NBA
Dallas Mavericks,61579.87239673661,min_diff - low - 15_more_games - monthly,NBA
Houston Rockets,66323.30573483201,min_diff - low - 15_more_games - monthly,NBA
Golden State Warriors,74822.44981154628,min_diff - low - 15_more_games - monthly,NBA
all,1887585.0284876805,min_diff - low - 15_more_games - monthly,NBA
Brooklyn Nets,59315.36104639384,min_diff - low - 15_more_games - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,min_diff - low - 15_more_games - post_all_star,NBA
Cleveland Cavaliers,51843.73718024445,min_diff - low - 15_more_games - post_all_star,NBA
Indiana Pacers,55925.05257024185,min_diff - low - 15_more_games - post_all_star,NBA
Orlando Magic,70091.29883043923,min_diff - low - 15_more_games - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,min_diff - low - 15_more_games - post_all_star,NBA
Toronto Raptors,56061.62947294438,min_diff - low - 15_more_games - post_all_star,NBA
Boston Celtics,63829.40408164328,min_diff - low - 15_more_games - post_all_star,NBA
Chicago Bulls,54555.486446690076,min_diff - low - 15_more_games - post_all_star,NBA
Memphis Grizzlies,62303.59097520946,min_diff - low - 15_more_games - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,min_diff - low - 15_more_games - post_all_star,NBA
Denver Nuggets,65047.947481392024,min_diff - low - 15_more_games - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - 15_more_games - post_all_star,NBA
Phoenix Suns,66466.70448698163,min_diff - low - 15_more_games - post_all_star,NBA
Miami Heat,64429.04354682349,min_diff - low - 15_more_games - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,min_diff - low - 15_more_games - post_all_star,NBA
Charlotte Hornets,49520.38049721599,min_diff - low - 15_more_games - post_all_star,NBA
Detroit Pistons,51138.28462893508,min_diff - low - 15_more_games - post_all_star,NBA
Washington Wizards,54506.12556797106,min_diff - low - 15_more_games - post_all_star,NBA
New York Knicks,59972.10187629982,min_diff - low - 15_more_games - post_all_star,NBA
San Antonio Spurs,61779.69109908096,min_diff - low - 15_more_games - post_all_star,NBA
Utah Jazz,65358.64908515962,min_diff - low - 15_more_games - post_all_star,NBA
Sacramento Kings,77473.56930599216,min_diff - low - 15_more_games - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,min_diff - low - 15_more_games - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,min_diff - low - 15_more_games - post_all_star,NBA
Atlanta Hawks,56763.25303655616,min_diff - low - 15_more_games - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,min_diff - low - 15_more_games - post_all_star,NBA
Dallas Mavericks,61579.87239673661,min_diff - low - 15_more_games - post_all_star,NBA
Houston Rockets,65897.94773628825,min_diff - low - 15_more_games - post_all_star,NBA
Golden State Warriors,72352.13982803228,min_diff - low - 15_more_games - post_all_star,NBA
all,1839995.334515187,min_diff - low - 15_more_games - post_all_star,NBA
Brooklyn Nets,62220.314961607764,min_diff - low - 25_more_games - monthly,NBA
Los Angeles Lakers,75579.45847675388,min_diff - low - 25_more_games - monthly,NBA
Cleveland Cavaliers,52512.09384301076,min_diff - low - 25_more_games - monthly,NBA
Indiana Pacers,56493.72378827532,min_diff - low - 25_more_games - monthly,NBA
Orlando Magic,70091.29883043923,min_diff - low - 25_more_games - monthly,NBA
Philadelphia 76ers,57106.06156964434,min_diff - low - 25_more_games - monthly,NBA
Toronto Raptors,56061.62947294438,min_diff - low - 25_more_games - monthly,NBA
Boston Celtics,81742.9561559018,min_diff - low - 25_more_games - monthly,NBA
Chicago Bulls,59440.77816538602,min_diff - low - 25_more_games - monthly,NBA
Memphis Grizzlies,61635.56422547104,min_diff - low - 25_more_games - monthly,NBA
Minnesota Timberwolves,68103.72791307844,min_diff - low - 25_more_games - monthly,NBA
Denver Nuggets,69255.2173622021,min_diff - low - 25_more_games - monthly,NBA
Portland Trail Blazers,73061.18997294728,min_diff - low - 25_more_games - monthly,NBA
Phoenix Suns,69754.05997594293,min_diff - low - 25_more_games - monthly,NBA
Miami Heat,68893.74483664264,min_diff - low - 25_more_games - monthly,NBA
Milwaukee Bucks,67072.31391550123,min_diff - low - 25_more_games - monthly,NBA
Charlotte Hornets,49851.21247787254,min_diff - low - 25_more_games - monthly,NBA
Detroit Pistons,52779.27414565101,min_diff - low - 25_more_games - monthly,NBA
Washington Wizards,59162.320307888636,min_diff - low - 25_more_games - monthly,NBA
New York Knicks,59972.10187629982,min_diff - low - 25_more_games - monthly,NBA
San Antonio Spurs,62888.06425040395,min_diff - low - 25_more_games - monthly,NBA
Utah Jazz,75499.88794316424,min_diff - low - 25_more_games - monthly,NBA
Sacramento Kings,81908.01577278228,min_diff - low - 25_more_games - monthly,NBA
Los Angeles Clippers,64041.371173665146,min_diff - low - 25_more_games - monthly,NBA
New Orleans Pelicans,67863.02150173877,min_diff - low - 25_more_games - monthly,NBA
Atlanta Hawks,54901.64714219055,min_diff - low - 25_more_games - monthly,NBA
Oklahoma City Thunder,53896.02136093412,min_diff - low - 25_more_games - monthly,NBA
Dallas Mavericks,61579.87239673661,min_diff - low - 25_more_games - monthly,NBA
Houston Rockets,68758.47874460138,min_diff - low - 25_more_games - monthly,NBA
Golden State Warriors,72352.13982803228,min_diff - low - 25_more_games - monthly,NBA
all,1934477.5623877107,min_diff - low - 25_more_games - monthly,NBA
Brooklyn Nets,59315.36104639384,min_diff - low - 25_more_games - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,min_diff - low - 25_more_games - post_all_star,NBA
Cleveland Cavaliers,51843.73718024445,min_diff - low - 25_more_games - post_all_star,NBA
Indiana Pacers,55925.05257024185,min_diff - low - 25_more_games - post_all_star,NBA
Orlando Magic,70091.29883043923,min_diff - low - 25_more_games - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,min_diff - low - 25_more_games - post_all_star,NBA
Toronto Raptors,56061.62947294438,min_diff - low - 25_more_games - post_all_star,NBA
Boston Celtics,63829.40408164328,min_diff - low - 25_more_games - post_all_star,NBA
Chicago Bulls,54555.486446690076,min_diff - low - 25_more_games - post_all_star,NBA
Memphis Grizzlies,62303.59097520946,min_diff - low - 25_more_games - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,min_diff - low - 25_more_games - post_all_star,NBA
Denver Nuggets,65047.947481392024,min_diff - low - 25_more_games - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - 25_more_games - post_all_star,NBA
Phoenix Suns,66466.70448698163,min_diff - low - 25_more_games - post_all_star,NBA
Miami Heat,64429.04354682349,min_diff - low - 25_more_games - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,min_diff - low - 25_more_games - post_all_star,NBA
Charlotte Hornets,49520.38049721599,min_diff - low - 25_more_games - post_all_star,NBA
Detroit Pistons,51138.28462893508,min_diff - low - 25_more_games - post_all_star,NBA
Washington Wizards,54506.12556797106,min_diff - low - 25_more_games - post_all_star,NBA
New York Knicks,59972.10187629982,min_diff - low - 25_more_games - post_all_star,NBA
San Antonio Spurs,61779.69109908096,min_diff - low - 25_more_games - post_all_star,NBA
Utah Jazz,65358.64908515962,min_diff - low - 25_more_games - post_all_star,NBA
Sacramento Kings,77473.56930599216,min_diff - low - 25_more_games - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,min_diff - low - 25_more_games - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,min_diff - low - 25_more_games - post_all_star,NBA
Atlanta Hawks,56763.25303655616,min_diff - low - 25_more_games - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,min_diff - low - 25_more_games - post_all_star,NBA
Dallas Mavericks,61579.87239673661,min_diff - low - 25_more_games - post_all_star,NBA
Houston Rockets,65897.94773628825,min_diff - low - 25_more_games - post_all_star,NBA
Golden State Warriors,72352.13982803228,min_diff - low - 25_more_games - post_all_star,NBA
all,1839995.334515187,min_diff - low - 25_more_games - post_all_star,NBA
Brooklyn Nets,61559.75857629586,min_diff - low - 15_games_in_march - monthly,NBA
Los Angeles Lakers,64527.6845592153,min_diff - low - 15_games_in_march - monthly,NBA
Cleveland Cavaliers,53329.67393971948,min_diff - low - 15_games_in_march - monthly,NBA
Indiana Pacers,58865.79391014979,min_diff - low - 15_games_in_march - monthly,NBA
Orlando Magic,68170.1712843903,min_diff - low - 15_games_in_march - monthly,NBA
Philadelphia 76ers,57106.06156964434,min_diff - low - 15_games_in_march - monthly,NBA
Toronto Raptors,56510.61443195623,min_diff - low - 15_games_in_march - monthly,NBA
Boston Celtics,63829.40408164328,min_diff - low - 15_games_in_march - monthly,NBA
Chicago Bulls,56005.28341039955,min_diff - low - 15_games_in_march - monthly,NBA
Memphis Grizzlies,60298.154744378844,min_diff - low - 15_games_in_march - monthly,NBA
Minnesota Timberwolves,64618.734046446065,min_diff - low - 15_games_in_march - monthly,NBA
Denver Nuggets,67715.02280195635,min_diff - low - 15_games_in_march - monthly,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - 15_games_in_march - monthly,NBA
Phoenix Suns,66466.70448698163,min_diff - low - 15_games_in_march - monthly,NBA
Miami Heat,62979.47886386524,min_diff - low - 15_games_in_march - monthly,NBA
Milwaukee Bucks,56480.58931979092,min_diff - low - 15_games_in_march - monthly,NBA
Charlotte Hornets,59682.58932929468,min_diff - low - 15_games_in_march - monthly,NBA
Detroit Pistons,51138.28462893508,min_diff - low - 15_games_in_march - monthly,NBA
Washington Wizards,54943.87378432003,min_diff - low - 15_games_in_march - monthly,NBA
New York Knicks,59972.10187629982,min_diff - low - 15_games_in_march - monthly,NBA
San Antonio Spurs,62888.06425040395,min_diff - low - 15_games_in_march - monthly,NBA
Utah Jazz,66655.92247856098,min_diff - low - 15_games_in_march - monthly,NBA
Sacramento Kings,77510.07257623949,min_diff - low - 15_games_in_march - monthly,NBA
Los Angeles Clippers,65944.31324831114,min_diff - low - 15_games_in_march - monthly,NBA
New Orleans Pelicans,64767.54807505551,min_diff - low - 15_games_in_march - monthly,NBA
Atlanta Hawks,53721.19339407468,min_diff - low - 15_games_in_march - monthly,NBA
Oklahoma City Thunder,52560.18364735891,min_diff - low - 15_games_in_march - monthly,NBA
Dallas Mavericks,64206.87297389641,min_diff - low - 15_games_in_march - monthly,NBA
Houston Rockets,70177.19526375456,min_diff - low - 15_games_in_march - monthly,NBA
Golden State Warriors,72233.05341102774,min_diff - low - 15_games_in_march - monthly,NBA
all,1863657.021658117,min_diff - low - 15_games_in_march - monthly,NBA
Brooklyn Nets,61559.75857629586,min_diff - low - 15_games_in_march - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,min_diff - low - 15_games_in_march - post_all_star,NBA
Cleveland Cavaliers,52838.67295949018,min_diff - low - 15_games_in_march - post_all_star,NBA
Indiana Pacers,55925.05257024185,min_diff - low - 15_games_in_march - post_all_star,NBA
Orlando Magic,68170.1712843903,min_diff - low - 15_games_in_march - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,min_diff - low - 15_games_in_march - post_all_star,NBA
Toronto Raptors,56510.61443195623,min_diff - low - 15_games_in_march - post_all_star,NBA
Boston Celtics,63829.40408164328,min_diff - low - 15_games_in_march - post_all_star,NBA
Chicago Bulls,56005.28341039955,min_diff - low - 15_games_in_march - post_all_star,NBA
Memphis Grizzlies,60298.154744378844,min_diff - low - 15_games_in_march - post_all_star,NBA
Minnesota Timberwolves,64618.734046446065,min_diff - low - 15_games_in_march - post_all_star,NBA
Denver Nuggets,67715.02280195635,min_diff - low - 15_games_in_march - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,min_diff - low - 15_games_in_march - post_all_star,NBA
Phoenix Suns,66466.70448698163,min_diff - low - 15_games_in_march - post_all_star,NBA
Miami Heat,62979.47886386524,min_diff - low - 15_games_in_march - post_all_star,NBA
Milwaukee Bucks,56480.58931979092,min_diff - low - 15_games_in_march - post_all_star,NBA
Charlotte Hornets,59682.58932929468,min_diff - low - 15_games_in_march - post_all_star,NBA
Detroit Pistons,51138.28462893508,min_diff - low - 15_games_in_march - post_all_star,NBA
Washington Wizards,54943.87378432003,min_diff - low - 15_games_in_march - post_all_star,NBA
New York Knicks,59972.10187629982,min_diff - low - 15_games_in_march - post_all_star,NBA
San Antonio Spurs,61779.69109908096,min_diff - low - 15_games_in_march - post_all_star,NBA
Utah Jazz,66655.92247856098,min_diff - low - 15_games_in_march - post_all_star,NBA
Sacramento Kings,77510.07257623949,min_diff - low - 15_games_in_march - post_all_star,NBA
Los Angeles Clippers,65944.31324831114,min_diff - low - 15_games_in_march - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,min_diff - low - 15_games_in_march - post_all_star,NBA
Atlanta Hawks,57462.60377293819,min_diff - low - 15_games_in_march - post_all_star,NBA
Oklahoma City Thunder,52560.18364735891,min_diff - low - 15_games_in_march - post_all_star,NBA
Dallas Mavericks,64206.87297389641,min_diff - low - 15_games_in_march - post_all_star,NBA
Houston Rockets,70177.19526375456,min_diff - low - 15_games_in_march - post_all_star,NBA
Golden State Warriors,72233.05341102774,min_diff - low - 15_games_in_march - post_all_star,NBA
all,1862858.3165655206,min_diff - low - 15_games_in_march - post_all_star,NBA
Brooklyn Nets,59315.36104639384,balanced - low - basic - monthly,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - basic - monthly,NBA
Cleveland Cavaliers,52512.09384301076,balanced - low - basic - monthly,NBA
Indiana Pacers,55925.05257024185,balanced - low - basic - monthly,NBA
Orlando Magic,70091.29883043923,balanced - low - basic - monthly,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - basic - monthly,NBA
Toronto Raptors,56061.62947294438,balanced - low - basic - monthly,NBA
Boston Celtics,63829.40408164328,balanced - low - basic - monthly,NBA
Chicago Bulls,56005.28341039955,balanced - low - basic - monthly,NBA
Memphis Grizzlies,65039.33820356279,balanced - low - basic - monthly,NBA
Minnesota Timberwolves,66262.8680798337,balanced - low - basic - monthly,NBA
Denver Nuggets,65047.947481392024,balanced - low - basic - monthly,NBA
Portland Trail Blazers,68792.62269375104,balanced - low - basic - monthly,NBA
Phoenix Suns,66466.70448698163,balanced - low - basic - monthly,NBA
Miami Heat,64429.04354682349,balanced - low - basic - monthly,NBA
Milwaukee Bucks,53540.45732735029,balanced - low - basic - monthly,NBA
Charlotte Hornets,49851.21247787254,balanced - low - basic - monthly,NBA
Detroit Pistons,51138.28462893508,balanced - low - basic - monthly,NBA
Washington Wizards,53631.53105060853,balanced - low - basic - monthly,NBA
New York Knicks,59972.10187629982,balanced - low - basic - monthly,NBA
San Antonio Spurs,62888.06425040395,balanced - low - basic - monthly,NBA
Utah Jazz,65358.64908515962,balanced - low - basic - monthly,NBA
Sacramento Kings,74693.62789152944,balanced - low - basic - monthly,NBA
Los Angeles Clippers,65279.40195977216,balanced - low - basic - monthly,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - basic - monthly,NBA
Atlanta Hawks,54901.64714219055,balanced - low - basic - monthly,NBA
Oklahoma City Thunder,53507.419073292935,balanced - low - basic - monthly,NBA
Dallas Mavericks,61579.87239673661,balanced - low - basic - monthly,NBA
Houston Rockets,65897.94773628825,balanced - low - basic - monthly,NBA
Golden State Warriors,71595.75089471757,balanced - low - basic - monthly,NBA
all,1840015.90974249,balanced - low - basic - monthly,NBA
Brooklyn Nets,59315.36104639384,balanced - low - basic - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - basic - post_all_star,NBA
Cleveland Cavaliers,52021.09286278146,balanced - low - basic - post_all_star,NBA
Indiana Pacers,55925.05257024185,balanced - low - basic - post_all_star,NBA
Orlando Magic,70091.29883043923,balanced - low - basic - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - basic - post_all_star,NBA
Toronto Raptors,56061.62947294438,balanced - low - basic - post_all_star,NBA
Boston Celtics,63829.40408164328,balanced - low - basic - post_all_star,NBA
Chicago Bulls,56005.28341039955,balanced - low - basic - post_all_star,NBA
Memphis Grizzlies,65039.33820356279,balanced - low - basic - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,balanced - low - basic - post_all_star,NBA
Denver Nuggets,65047.947481392024,balanced - low - basic - post_all_star,NBA
Portland Trail Blazers,68792.62269375104,balanced - low - basic - post_all_star,NBA
Phoenix Suns,65097.54611252499,balanced - low - basic - post_all_star,NBA
Miami Heat,64429.04354682349,balanced - low - basic - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,balanced - low - basic - post_all_star,NBA
Charlotte Hornets,49851.21247787254,balanced - low - basic - post_all_star,NBA
Detroit Pistons,51138.28462893508,balanced - low - basic - post_all_star,NBA
Washington Wizards,53631.53105060853,balanced - low - basic - post_all_star,NBA
New York Knicks,59972.10187629982,balanced - low - basic - post_all_star,NBA
San Antonio Spurs,61779.69109908096,balanced - low - basic - post_all_star,NBA
Utah Jazz,65358.64908515962,balanced - low - basic - post_all_star,NBA
Sacramento Kings,74693.62789152944,balanced - low - basic - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,balanced - low - basic - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - basic - post_all_star,NBA
Atlanta Hawks,51285.321395313695,balanced - low - basic - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,balanced - low - basic - post_all_star,NBA
Dallas Mavericks,61579.87239673661,balanced - low - basic - post_all_star,NBA
Houston Rockets,65897.94773628825,balanced - low - basic - post_all_star,NBA
Golden State Warriors,71595.75089471757,balanced - low - basic - post_all_star,NBA
all,1833431.0514896044,balanced - low - basic - post_all_star,NBA
Brooklyn Nets,59315.36104639384,balanced - low - 15_more_games - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - 15_more_games - post_all_star,NBA
Cleveland Cavaliers,51843.73718024445,balanced - low - 15_more_games - post_all_star,NBA
Indiana Pacers,55925.05257024185,balanced - low - 15_more_games - post_all_star,NBA
Orlando Magic,70091.29883043923,balanced - low - 15_more_games - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - 15_more_games - post_all_star,NBA
Toronto Raptors,56061.62947294438,balanced - low - 15_more_games - post_all_star,NBA
Boston Celtics,63829.40408164328,balanced - low - 15_more_games - post_all_star,NBA
Chicago Bulls,54555.486446690076,balanced - low - 15_more_games - post_all_star,NBA
Memphis Grizzlies,55097.748061643884,balanced - low - 15_more_games - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,balanced - low - 15_more_games - post_all_star,NBA
Denver Nuggets,65047.947481392024,balanced - low - 15_more_games - post_all_star,NBA
Portland Trail Blazers,67173.56176447592,balanced - low - 15_more_games - post_all_star,NBA
Phoenix Suns,66466.70448698163,balanced - low - 15_more_games - post_all_star,NBA
Miami Heat,64429.04354682349,balanced - low - 15_more_games - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,balanced - low - 15_more_games - post_all_star,NBA
Charlotte Hornets,49520.38049721599,balanced - low - 15_more_games - post_all_star,NBA
Detroit Pistons,51138.28462893508,balanced - low - 15_more_games - post_all_star,NBA
Washington Wizards,54506.12556797106,balanced - low - 15_more_games - post_all_star,NBA
New York Knicks,59972.10187629982,balanced - low - 15_more_games - post_all_star,NBA
San Antonio Spurs,61779.69109908096,balanced - low - 15_more_games - post_all_star,NBA
Utah Jazz,65358.64908515962,balanced - low - 15_more_games - post_all_star,NBA
Sacramento Kings,71877.18320681939,balanced - low - 15_more_games - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,balanced - low - 15_more_games - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - 15_more_games - post_all_star,NBA
Atlanta Hawks,51285.321395313695,balanced - low - 15_more_games - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,balanced - low - 15_more_games - post_all_star,NBA
Dallas Mavericks,61579.87239673661,balanced - low - 15_more_games - post_all_star,NBA
Houston Rockets,65897.94773628825,balanced - low - 15_more_games - post_all_star,NBA
Golden State Warriors,71617.5839893849,balanced - low - 15_more_games - post_all_star,NBA
all,1819361.5570932834,balanced - low - 15_more_games - post_all_star,NBA
Brooklyn Nets,59315.36104639384,balanced - low - 25_more_games - post_all_star,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - 25_more_games - post_all_star,NBA
Cleveland Cavaliers,51843.73718024445,balanced - low - 25_more_games - post_all_star,NBA
Indiana Pacers,55925.05257024185,balanced - low - 25_more_games - post_all_star,NBA
Orlando Magic,70091.29883043923,balanced - low - 25_more_games - post_all_star,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - 25_more_games - post_all_star,NBA
Toronto Raptors,56061.62947294438,balanced - low - 25_more_games - post_all_star,NBA
Boston Celtics,63829.40408164328,balanced - low - 25_more_games - post_all_star,NBA
Chicago Bulls,54555.486446690076,balanced - low - 25_more_games - post_all_star,NBA
Memphis Grizzlies,55097.748061643884,balanced - low - 25_more_games - post_all_star,NBA
Minnesota Timberwolves,66262.8680798337,balanced - low - 25_more_games - post_all_star,NBA
Denver Nuggets,65047.947481392024,balanced - low - 25_more_games - post_all_star,NBA
Portland Trail Blazers,67173.56176447592,balanced - low - 25_more_games - post_all_star,NBA
Phoenix Suns,66466.70448698163,balanced - low - 25_more_games - post_all_star,NBA
Miami Heat,64429.04354682349,balanced - low - 25_more_games - post_all_star,NBA
Milwaukee Bucks,53540.45732735029,balanced - low - 25_more_games - post_all_star,NBA
Charlotte Hornets,49520.38049721599,balanced - low - 25_more_games - post_all_star,NBA
Detroit Pistons,51138.28462893508,balanced - low - 25_more_games - post_all_star,NBA
Washington Wizards,54506.12556797106,balanced - low - 25_more_games - post_all_star,NBA
New York Knicks,59972.10187629982,balanced - low - 25_more_games - post_all_star,NBA
San Antonio Spurs,61779.69109908096,balanced - low - 25_more_games - post_all_star,NBA
Utah Jazz,65358.64908515962,balanced - low - 25_more_games - post_all_star,NBA
Sacramento Kings,71877.18320681939,balanced - low - 25_more_games - post_all_star,NBA
Los Angeles Clippers,65279.40195977216,balanced - low - 25_more_games - post_all_star,NBA
New Orleans Pelicans,64767.54807505551,balanced - low - 25_more_games - post_all_star,NBA
Atlanta Hawks,51285.321395313695,balanced - low - 25_more_games - post_all_star,NBA
Oklahoma City Thunder,53507.419073292935,balanced - low - 25_more_games - post_all_star,NBA
Dallas Mavericks,61579.87239673661,balanced - low - 25_more_games - post_all_star,NBA
Houston Rockets,65897.94773628825,balanced - low - 25_more_games - post_all_star,NBA
Golden State Warriors,71617.5839893849,balanced - low - 25_more_games - post_all_star,NBA
all,1819361.5570932834,balanced - low - 25_more_games - post_all_star,NBA
Brooklyn Nets,61559.75857629586,balanced - low - 15_games_in_march - monthly,NBA
Los Angeles Lakers,64527.6845592153,balanced - low - 15_games_in_march - monthly,NBA
Cleveland Cavaliers,53329.67393971948,balanced - low - 15_games_in_march - monthly,NBA
Indiana Pacers,58865.79391014979,balanced - low - 15_games_in_march - monthly,NBA
Orlando Magic,68170.1712843903,balanced - low - 15_games_in_march - monthly,NBA
Philadelphia 76ers,57106.06156964434,balanced - low - 15_games_in_march - monthly,NBA
Toronto Raptors,56510.61443195623,balanced - low - 15_games_in_march - monthly,NBA
Boston Celtics,63829.40408164328,balanced - low - 15_games_in_march - monthly,NBA
Chicago Bulls,56005.28341039955,balanced - low - 15_games_in_march - monthly,NBA
Memphis Grizzlies,61387.89157473762,balanced - low - 15_games_in_march - monthly,NBA
Minnesota Timberwolves,64618.734046446065,balanced - low - 15_games_in_march - monthly,NBA
Denver Nuggets,67715.02280195635,balanced - low - 15_games_in_march - monthly,NBA
Portland Trail Blazers,68792.62269375104,balanced - low - 15_games_in_march - monthly,NBA
Phoenix Suns,66466.70448698163,balanced - low - 15_games_in_march - monthly,NBA
Miami Heat,62979.47886386524,balanced - low - 15_games_in_march - monthly,NBA
Milwaukee Bucks,56480.58931979092,balanced - low - 15_games_in_march - monthly,NBA
